51,2437,Fixed-rate,315137,2008,2023,1315137
52,121,Cashout,962575,2008,2023,1962575
53,3643,Fixed-rate,596222,2004,2019,1596222
54,3397,Fixed-rate,755948,2005,2020,1755948
55,1532,Cashout,157742,2001,2016,1157742
56,2794,Cashout,232591,2000,2015,1232591
57,2774,Cashout,983152,1999,2014,1983152
58,2294,Cashout,790054,2001,2016,1790054
59,385,Cashout,861799,1998,2013,1861799
60,4325,Fixed-rate,228463,1996,2011,1228463
61,1871,Fixed-rate,542215,1997,2012,1542215
62,2402,Fixed-rate,740609,2021,2036,1740609
63,2655,Fixed-rate,843896,2005,2020,1843896
64,3590,Cashout,1088759,2004,2019,2088759
65,4085,Fixed-rate,976537,1993,2008,1976537
66,594,Cashout,145650,2006,2021,1145650
67,797,Cashout,590333,2020,2035,1590333
68,3662,Cashout,367604,2005,2020,1367604
69,1736,Fixed-rate,672458,2002,2017,1672458
70,342,Cashout,147616,2003,2018,1147616
71,381,Cashout,1023108,2011,2026,2023108
72,3212,Fixed-rate,387942,1998,2013,1387942
73,3907,Fixed-rate,105786,1995,2010,1105786
74,310,Cashout,1035873,1997,2012,2035873
75,2918,Cashout,586542,2011,2026,1586542
76,3430,Fixed-rate,125845,1998,2013,1125845
77,3901,Cashout,739290,2012,2027,1739290
78,6265,Fixed-rate,429730,2002,2017,1429730
79,962,Fixed-rate,397414,2005,2020,1397414
80,184,Fixed-rate,628995,2004,2019,1628995
81,3670,Cashout,234922,2010,2025,1234922
82,1231,Fixed-rate,386376,2019,2034,1386376
83,882,Cashout,593445,2018,2033,1593445
84,1379,Cashout,274409,1994,2009,1274409
85,643,Fixed-rate,111182,2007,2022,1111182
86,3746,Cashout,194485,1994,2009,1194485
87,64,Fixed-rate,588199,1999,2014,1588199
88,2761,Fixed-rate,595721,1996,2011,1595721
89,1250,Fixed-rate,245639,2014,2029,1245639
90,1368,Fixed-rate,141740,1994,2009,1141740
91,528,Cashout,190843,2001,2016,1190843
92,1404,Fixed-rate,222290,2005,2020,1222290
93,6485,Fixed-rate,913867,2021,2036,1913867
94,2564,Cashout,667960,2006,2021,1667960
95,3088,Fixed-rate,133845,1993,2008,1133845
96,3623,Fixed-rate,1017126,2003,2018,2017126
97,2343,Cashout,502285,2008,2023,1502285
98,2801,Cashout,912648,1994,2009,1912648
99,1256,Cashout,346045,2001,2016,1346045
100,759,Cashout,859594,1995,2010,1859594
101,1608,Fixed-rate,149285,2016,2031,1149285
102,3323,Cashout,298063,2002,2017,1298063
103,1052,Cashout,545030,2001,2016,1545030
104,1116,Cashout,325145,2010,2025,1325145
105,1965,Cashout,533495,2003,2018,1533495
106,2207,Cashout,254591,2016,2031,1254591
107,2939,Fixed-rate,181430,2013,2028,1181430
108,319,Fixed-rate,256566,2016,2031,1256566
109,7285,Fixed-rate,555717,2015,2030,1555717
110,3226,Cashout,993558,2003,2018,1993558
111,3610,Cashout,695647,2002,2017,1695647
112,1030,Cashout,280729,1997,2012,1280729
113,3728,Cashout,644224,2014,2029,1644224
114,1950,Cashout,221833,2014,2029,1221833
115,3103,Cashout,943617,2004,2019,1943617
116,923,Fixed-rate,311727,2013,2028,1311727
117,2453,Fixed-rate,286207,2009,2024,1286207
118,3736,Cashout,738911,2015,2030,1738911
119,3576,Cashout,930917,2008,2023,1930917
120,2156,Cashout,353573,2000,2015,1353573
121,712,Fixed-rate,727097,2002,2017,1727097
122,210,Fixed-rate,873523,2004,2019,1873523
123,2048,Fixed-rate,380189,2005,2020,1380189
124,1725,Fixed-rate,708334,2016,2031,1708334
125,3333,Cashout,889236,2021,2036,1889236
126,3167,Fixed-rate,955761,2014,2029,1955761
127,1216,Cashout,1033118,2014,2029,2033118
128,3591,Cashout,963124,2019,2034,1963124
129,941,Fixed-rate,1104011,2011,2026,2104011
130,3707,Fixed-rate,257678,2005,2020,1257678
131,456,Cashout,250799,2009,2024,1250799
132,3179,Cashout,131278,1995,2010,1131278
133,888,Cashout,966650,2017,2032,1966650
134,2813,Fixed-rate,637591,2007,2022,1637591
135,3104,Cashout,821725,2012,2027,1821725
136,2230,Fixed-rate,587816,1993,2008,1587816
137,29,Cashout,755753,2005,2020,1755753
138,1866,Cashout,253728,2014,2029,1253728
139,2766,Cashout,440216,1997,2012,1440216
140,3732,Cashout,617599,2014,2029,1617599
141,2488,Fixed-rate,101706,2003,2018,1101706
142,3093,Fixed-rate,682179,2017,2032,1682179
143,842,Cashout,594354,2000,2015,1594354
144,224,Fixed-rate,407247,2008,2023,1407247
145,3093,Fixed-rate,1105012,1996,2011,2105012
146,3841,Cashout,971902,1997,2012,1971902
147,1423,Cashout,746256,2014,2029,1746256
148,1386,Fixed-rate,209783,2017,2032,1209783
149,2009,Cashout,1093069,2002,2017,2093069
150,3317,Cashout,574188,2017,2032,1574188
151,3565,Fixed-rate,1084552,2007,2022,2084552
152,1975,Fixed-rate,1067629,2012,2027,2067629
153,3809,Cashout,410497,2000,2015,1410497
154,3316,Cashout,772522,2015,2030,1772522
155,3610,Cashout,716859,2014,2029,1716859
156,723,Fixed-rate,108163,2016,2031,1108163
157,1883,Cashout,997114,1995,2010,1997114
158,25,Fixed-rate,533579,2002,2017,1533579
159,3948,Fixed-rate,1005657,2000,2015,2005657
160,3875,Fixed-rate,473893,2007,2022,1473893
161,830,Fixed-rate,868471,2021,2036,1868471
162,3364,Fixed-rate,517172,2012,2027,1517172
163,2771,Cashout,956747,2005,2020,1956747
164,3997,Fixed-rate,795882,2020,2035,1795882
165,1402,Cashout,447458,2008,2023,1447458
166,7025,Cashout,206175,2012,2027,1206175
167,3613,Cashout,203645,2012,2027,1203645
168,6605,Fixed-rate,739831,1997,2012,1739831
169,339,Fixed-rate,482482,2003,2018,1482482
170,1076,Fixed-rate,412946,1997,2012,1412946
171,2142,Fixed-rate,157709,1994,2009,1157709
172,1884,Cashout,793471,2009,2024,1793471
173,902,Cashout,280339,2011,2026,1280339
174,546,Fixed-rate,961973,2016,2031,1961973
175,115,Fixed-rate,435429,1996,2011,1435429
176,5965,Fixed-rate,950259,2020,2035,1950259
177,639,Cashout,402124,1995,2010,1402124
178,3551,Fixed-rate,174735,2003,2018,1174735
179,3858,Fixed-rate,317397,2015,2030,1317397
180,2230,Cashout,488924,1997,2012,1488924
181,1150,Fixed-rate,653007,1995,2010,1653007
182,1347,Fixed-rate,453732,2021,2036,1453732
183,166,Fixed-rate,881962,1999,2014,1881962
184,2851,Cashout,282146,2015,2030,1282146
185,2006,Cashout,862322,2015,2030,1862322
186,1016,Fixed-rate,895458,2008,2023,1895458
187,1522,Fixed-rate,826123,2004,2019,1826123
188,2342,Cashout,1043725,2014,2029,2043725
189,3629,Fixed-rate,204748,1996,2011,1204748
190,7425,Fixed-rate,735214,2021,2036,1735214
191,3528,Fixed-rate,1014323,2009,2024,2014323
192,2793,Fixed-rate,164366,2007,2022,1164366
193,1324,Fixed-rate,510487,1994,2009,1510487
194,1492,Cashout,905253,2004,2019,1905253
195,798,Cashout,161379,2020,2035,1161379
196,1268,Fixed-rate,127838,2011,2026,1127838
197,1529,Fixed-rate,532542,1995,2010,1532542
198,2704,Cashout,374272,1996,2011,1374272
199,1352,Cashout,804293,2002,2017,1804293
200,3421,Cashout,903885,1998,2013,1903885
201,1533,Fixed-rate,693892,2006,2021,1693892
202,727,Fixed-rate,608422,2008,2023,1608422
203,2232,Fixed-rate,915069,2014,2029,1915069
204,2993,Fixed-rate,513771,2019,2034,1513771
205,3778,Cashout,234053,2008,2023,1234053
206,2386,Fixed-rate,572721,1995,2010,1572721
207,814,Fixed-rate,1066687,2016,2031,2066687
208,3349,Fixed-rate,915888,2015,2030,1915888
209,42,Cashout,580248,2014,2029,1580248
210,3913,Cashout,911729,2011,2026,1911729
211,3742,Fixed-rate,366150,1994,2009,1366150
212,2984,Cashout,281234,2017,2032,1281234
213,109,Cashout,482558,2000,2015,1482558
214,3243,Cashout,969144,2008,2023,1969144
215,7505,Fixed-rate,447717,2015,2030,1447717
216,733,Fixed-rate,792386,1997,2012,1792386
217,535,Fixed-rate,498138,1994,2009,1498138
218,41,Cashout,812790,2001,2016,1812790
219,352,Fixed-rate,717673,1998,2013,1717673
220,2073,Cashout,587732,2003,2018,1587732
221,1946,Cashout,172627,1994,2009,1172627
222,1050,Fixed-rate,112574,1994,2009,1112574
223,204,Fixed-rate,630039,2001,2016,1630039
224,3924,Fixed-rate,707801,1997,2012,1707801
225,2473,Cashout,964739,1995,2010,1964739
226,2609,Cashout,292046,2005,2020,1292046
227,537,Fixed-rate,545731,1997,2012,1545731
228,1587,Fixed-rate,684498,2011,2026,1684498
229,321,Fixed-rate,131866,1998,2013,1131866
230,5765,Fixed-rate,802362,2006,2021,1802362
231,425,Fixed-rate,586144,2018,2033,1586144
232,1099,Fixed-rate,1013513,2015,2030,2013513
233,3745,Fixed-rate,239956,2013,2028,1239956
234,3404,Fixed-rate,1088067,1995,2010,2088067
235,1692,Cashout,956484,2010,2025,1956484
236,3214,Fixed-rate,400008,1994,2009,1400008
237,2013,Cashout,990719,2020,2035,1990719
238,4065,Cashout,549942,2016,2031,1549942
239,649,Cashout,553372,2011,2026,1553372
240,2876,Cashout,338142,2014,2029,1338142
241,7085,Fixed-rate,121208,2012,2027,1121208
242,2951,Cashout,259153,2021,2036,1259153
243,329,Fixed-rate,731212,1995,2010,1731212
244,3081,Cashout,890831,2014,2029,1890831
245,959,Fixed-rate,313473,2008,2023,1313473
246,3162,Fixed-rate,1022279,2005,2020,2022279
247,386,Fixed-rate,948602,2003,2018,1948602
248,3723,Fixed-rate,974745,2007,2022,1974745
249,2429,Fixed-rate,1105243,2003,2018,2105243
250,1233,Fixed-rate,1019512,2010,2025,2019512
251,581,Fixed-rate,1069590,2020,2035,2069590
252,3727,Cashout,667115,2016,2031,1667115
253,1958,Fixed-rate,1074693,2003,2018,2074693
254,3761,Fixed-rate,617022,2004,2019,1617022
255,2677,Cashout,876273,1993,2008,1876273
256,1467,Cashout,308437,2003,2018,1308437
257,1991,Cashout,516545,1996,2011,1516545
258,707,Fixed-rate,708886,2018,2033,1708886
259,2359,Cashout,689983,2021,2036,1689983
260,3266,Fixed-rate,789254,2011,2026,1789254
261,1924,Cashout,174539,1994,2009,1174539
262,2065,Cashout,864959,2010,2025,1864959
263,1016,Cashout,494245,2014,2029,1494245
264,3921,Cashout,820068,2016,2031,1820068
265,431,Fixed-rate,400848,1998,2013,1400848
266,3177,Cashout,603713,2002,2017,1603713
267,1076,Fixed-rate,864679,2019,2034,1864679
268,327,Fixed-rate,835803,1996,2011,1835803
269,2613,Fixed-rate,900382,1994,2009,1900382
270,126,Fixed-rate,851545,2020,2035,1851545
271,1582,Fixed-rate,1110177,2017,2032,2110177
272,3267,Fixed-rate,501115,2020,2035,1501115
273,2551,Cashout,723390,2019,2034,1723390
274,859,Cashout,706443,1997,2012,1706443
275,1430,Cashout,900239,2006,2021,1900239
276,871,Cashout,972721,2020,2035,1972721
277,1838,Cashout,197898,2022,2037,1197898
278,1974,Cashout,967187,1996,2011,1967187
279,1213,Fixed-rate,317336,1995,2010,1317336
280,3533,Cashout,895949,1995,2010,1895949
281,3930,Cashout,594263,2000,2015,1594263
282,2852,Fixed-rate,527957,2016,2031,1527957
283,1628,Fixed-rate,674908,2011,2026,1674908
284,3495,Cashout,936308,2018,2033,1936308
285,666,Cashout,455416,2007,2022,1455416
286,443,Cashout,837734,2010,2025,1837734
287,1223,Fixed-rate,565844,2009,2024,1565844
288,2947,Cashout,407014,2008,2023,1407014
289,3868,Cashout,356665,2014,2029,1356665
290,3466,Fixed-rate,420959,2007,2022,1420959
291,168,Cashout,968206,2019,2034,1968206
292,2732,Cashout,959007,2018,2033,1959007
293,893,Cashout,367826,1994,2009,1367826
294,2404,Cashout,439812,2017,2032,1439812
295,2038,Cashout,198058,2012,2027,1198058
296,6865,Fixed-rate,386167,2022,2037,1386167
297,5445,Cashout,944208,2021,2036,1944208
298,3486,Cashout,179589,1999,2014,1179589
299,198,Cashout,1071460,2003,2018,2071460
300,1868,Cashout,231089,2015,2030,1231089
301,5285,Cashout,883783,2000,2015,1883783
302,1186,Fixed-rate,912538,2014,2029,1912538
303,6045,Cashout,786236,2019,2034,1786236
304,3193,Fixed-rate,273466,2012,2027,1273466
305,2345,Cashout,378437,2007,2022,1378437
306,18,Fixed-rate,518526,2012,2027,1518526
307,2176,Fixed-rate,301662,2020,2035,1301662
308,1203,Fixed-rate,636001,2007,2022,1636001
309,4325,Cashout,172254,1997,2012,1172254
310,2601,Fixed-rate,1054101,1995,2010,2054101
311,3451,Fixed-rate,1054861,2003,2018,2054861
312,3039,Fixed-rate,802943,1999,2014,1802943
313,943,Fixed-rate,539940,1997,2012,1539940
314,1966,Cashout,334955,1997,2012,1334955
315,331,Fixed-rate,820533,2020,2035,1820533
316,415,Fixed-rate,906859,1995,2010,1906859
317,1358,Fixed-rate,211873,2009,2024,1211873
318,1103,Cashout,358216,2007,2022,1358216
319,5865,Cashout,157263,2003,2018,1157263
320,1785,Cashout,675310,1996,2011,1675310
321,3634,Cashout,510508,2010,2025,1510508
322,2979,Cashout,1065136,2003,2018,2065136
323,513,Cashout,388577,2016,2031,1388577
324,1359,Cashout,219223,1996,2011,1219223
325,486,Fixed-rate,224349,2005,2020,1224349
326,3383,Cashout,507882,2002,2017,1507882
327,1783,Fixed-rate,789191,1997,2012,1789191
328,1018,Fixed-rate,984023,1993,2008,1984023
329,1756,Cashout,994670,2002,2017,1994670
330,2387,Cashout,169374,2012,2027,1169374
331,465,Fixed-rate,721693,2018,2033,1721693
332,1151,Cashout,938546,1995,2010,1938546
333,2908,Cashout,915897,2002,2017,1915897
334,1915,Cashout,901459,2019,2034,1901459
335,1828,Cashout,452356,2006,2021,1452356
336,415,Fixed-rate,618381,1993,2008,1618381
337,706,Fixed-rate,631641,2018,2033,1631641
338,1594,Cashout,659399,2014,2029,1659399
339,3873,Cashout,878354,2003,2018,1878354
340,2829,Fixed-rate,1037706,2002,2017,2037706
341,2666,Cashout,591241,1999,2014,1591241
342,1222,Fixed-rate,764722,2015,2030,1764722
343,1326,Cashout,1014782,2014,2029,2014782
344,1606,Cashout,131454,2015,2030,1131454
345,591,Cashout,713590,2013,2028,1713590
346,2497,Cashout,252463,2005,2020,1252463
347,569,Cashout,321859,2008,2023,1321859
348,3646,Cashout,286750,1997,2012,1286750
349,69,Fixed-rate,744797,1999,2014,1744797
350,3337,Cashout,1013054,2022,2037,2013054
351,3832,Fixed-rate,855265,2009,2024,1855265
352,850,Fixed-rate,953778,2002,2017,1953778
353,2781,Cashout,1062401,2006,2021,2062401
354,1678,Cashout,260656,1999,2014,1260656
355,3998,Cashout,850164,2005,2020,1850164
356,1242,Cashout,791177,2012,2027,1791177
357,1189,Fixed-rate,621076,2004,2019,1621076
358,3330,Cashout,829140,2008,2023,1829140
359,1625,Fixed-rate,776006,2022,2037,1776006
360,88,Cashout,1038226,1995,2010,2038226
361,987,Fixed-rate,472372,1995,2010,1472372
362,2282,Fixed-rate,231362,2017,2032,1231362
363,3081,Fixed-rate,539250,2018,2033,1539250
364,2592,Fixed-rate,537979,2006,2021,1537979
365,93,Fixed-rate,666867,2007,2022,1666867
366,493,Fixed-rate,798088,2021,2036,1798088
367,403,Cashout,760738,2021,2036,1760738
368,1713,Fixed-rate,893399,2014,2029,1893399
369,3326,Cashout,817862,2002,2017,1817862
370,1750,Fixed-rate,1003482,1996,2011,2003482
371,3621,Cashout,666320,2007,2022,1666320
372,8005,Cashout,1109343,2006,2021,2109343
373,2588,Cashout,578709,2008,2023,1578709
374,598,Cashout,158528,2020,2035,1158528
375,1188,Cashout,964488,2017,2032,1964488
376,2408,Fixed-rate,1072092,1996,2011,2072092
377,4105,Fixed-rate,302448,1997,2012,1302448
378,1310,Cashout,400448,2006,2021,1400448
379,3391,Cashout,593014,2021,2036,1593014
380,2577,Cashout,192025,2017,2032,1192025
381,2855,Cashout,192023,2003,2018,1192023
382,2422,Fixed-rate,1099655,2014,2029,2099655
383,804,Cashout,1066076,2008,2023,2066076
384,2023,Fixed-rate,182270,2020,2035,1182270
385,2393,Fixed-rate,914937,1997,2012,1914937
386,877,Cashout,561985,2011,2026,1561985
387,793,Cashout,486477,1998,2013,1486477
388,3144,Fixed-rate,916473,2012,2027,1916473
389,902,Cashout,628403,2011,2026,1628403
390,123,Cashout,1033849,2007,2022,2033849
391,1975,Fixed-rate,157997,2006,2021,1157997
392,1010,Fixed-rate,625329,2005,2020,1625329
393,1924,Fixed-rate,294985,2002,2017,1294985
394,1604,Fixed-rate,486711,2005,2020,1486711
395,1843,Cashout,103012,2018,2033,1103012
396,1834,Cashout,532178,2018,2033,1532178
397,1254,Fixed-rate,461663,2009,2024,1461663
398,1229,Fixed-rate,847558,2000,2015,1847558
399,293,Cashout,714064,2000,2015,1714064
400,986,Fixed-rate,391260,2007,2022,1391260
401,3353,Cashout,276916,1999,2014,1276916
402,3386,Cashout,435481,2009,2024,1435481
403,257,Fixed-rate,515989,2002,2017,1515989
404,2024,Cashout,794989,2012,2027,1794989
405,3795,Fixed-rate,471580,2022,2037,1471580
406,612,Fixed-rate,1019768,2008,2023,2019768
407,2762,Fixed-rate,648629,2019,2034,1648629
408,3211,Cashout,928880,1999,2014,1928880
409,2697,Cashout,359695,1998,2013,1359695
410,3614,Fixed-rate,731515,2001,2016,1731515
411,1775,Fixed-rate,461986,2002,2017,1461986
412,1615,Cashout,211676,2015,2030,1211676
413,7,Fixed-rate,711956,1993,2008,1711956
414,3469,Cashout,794804,2000,2015,1794804
415,929,Fixed-rate,268383,2021,2036,1268383
416,2857,Cashout,805014,2019,2034,1805014
417,2906,Cashout,1006660,2011,2026,2006660
418,3822,Cashout,873657,2012,2027,1873657
419,950,Cashout,295873,2019,2034,1295873
420,376,Cashout,110768,1993,2008,1110768
421,4965,Cashout,987912,2018,2033,1987912
422,3491,Cashout,669015,2009,2024,1669015
423,712,Cashout,665395,2020,2035,1665395
424,3139,Fixed-rate,132770,2022,2037,1132770
425,2903,Fixed-rate,1033482,2014,2029,2033482
426,821,Cashout,256401,1994,2009,1256401
427,1044,Cashout,638528,2014,2029,1638528
428,1458,Cashout,652530,2007,2022,1652530
429,772,Fixed-rate,1079725,2000,2015,2079725
430,1904,Fixed-rate,429563,2000,2015,1429563
431,2236,Cashout,717747,2014,2029,1717747
432,5305,Cashout,842303,2017,2032,1842303
433,2286,Cashout,292643,2007,2022,1292643
434,3886,Fixed-rate,264518,1995,2010,1264518
435,2744,Fixed-rate,476297,2003,2018,1476297
436,383,Cashout,801673,2002,2017,1801673
437,2173,Fixed-rate,1018556,2006,2021,2018556
438,3436,Cashout,987250,2008,2023,1987250
439,618,Fixed-rate,202397,2012,2027,1202397
440,2714,Fixed-rate,691806,2019,2034,1691806
441,1350,Fixed-rate,429408,2015,2030,1429408
442,2007,Fixed-rate,270849,1999,2014,1270849
443,857,Fixed-rate,810352,2017,2032,1810352
444,3011,Fixed-rate,294054,2009,2024,1294054
445,3027,Cashout,886845,2009,2024,1886845
446,2808,Fixed-rate,391524,2006,2021,1391524
447,2090,Fixed-rate,618362,2011,2026,1618362
448,3803,Fixed-rate,109085,2016,2031,1109085
449,2022,Cashout,351489,2000,2015,1351489
450,3970,Fixed-rate,864578,2003,2018,1864578
451,1670,Fixed-rate,418329,2017,2032,1418329
452,2476,Cashout,352085,2005,2020,1352085
453,2670,Fixed-rate,455668,2014,2029,1455668
454,2894,Fixed-rate,479546,2008,2023,1479546
455,1786,Cashout,835041,2018,2033,1835041
456,2834,Cashout,511311,2004,2019,1511311
457,4345,Fixed-rate,334968,2010,2025,1334968
458,1563,Fixed-rate,310370,2013,2028,1310370
459,1249,Fixed-rate,709176,2013,2028,1709176
460,1534,Cashout,520923,2010,2025,1520923
461,2478,Cashout,814361,2018,2033,1814361
462,227,Cashout,969508,2003,2018,1969508
463,1715,Cashout,498434,2019,2034,1498434
464,610,Cashout,818452,2018,2033,1818452
465,1439,Fixed-rate,319656,2021,2036,1319656
466,724,Cashout,870027,2010,2025,1870027
467,2099,Fixed-rate,876985,2013,2028,1876985
468,3188,Cashout,505364,1999,2014,1505364
469,921,Cashout,833309,2003,2018,1833309
470,1565,Fixed-rate,1104254,1993,2008,2104254
471,3631,Fixed-rate,1025828,2004,2019,2025828
472,266,Cashout,1097918,1995,2010,2097918
473,3849,Fixed-rate,903448,2020,2035,1903448
474,2609,Cashout,487832,1995,2010,1487832
475,2970,Fixed-rate,647540,2014,2029,1647540
476,2306,Cashout,331354,2011,2026,1331354
477,548,Fixed-rate,803770,2004,2019,1803770
478,2298,Cashout,312044,2005,2020,1312044
479,443,Cashout,170880,2004,2019,1170880
480,2255,Fixed-rate,533907,2018,2033,1533907
481,1711,Fixed-rate,268142,1999,2014,1268142
482,3526,Fixed-rate,974650,1998,2013,1974650
483,2474,Cashout,1064140,2006,2021,2064140
484,93,Cashout,1096916,2009,2024,2096916
485,916,Fixed-rate,693967,2010,2025,1693967
486,3146,Cashout,839852,2013,2028,1839852
487,3793,Cashout,405749,2020,2035,1405749
488,3495,Cashout,614804,2006,2021,1614804
489,3576,Cashout,174597,1996,2011,1174597
490,2714,Fixed-rate,1109659,2002,2017,2109659
491,2846,Cashout,569728,2014,2029,1569728
492,636,Cashout,579724,2009,2024,1579724
493,56,Cashout,118027,1993,2008,1118027
494,74,Fixed-rate,416867,2006,2021,1416867
495,170,Fixed-rate,1102186,2001,2016,2102186
496,3633,Cashout,350758,2003,2018,1350758
497,1013,Cashout,516981,1995,2010,1516981
498,3858,Fixed-rate,471324,1993,2008,1471324
499,3557,Cashout,149209,2014,2029,1149209
500,672,Cashout,275397,2007,2022,1275397
501,3925,Fixed-rate,765988,2013,2028,1765988
502,3471,Cashout,838701,2016,2031,1838701
503,2022,Fixed-rate,751120,2008,2023,1751120
504,56,Cashout,208820,2011,2026,1208820
505,2283,Fixed-rate,449050,2005,2020,1449050
506,847,Cashout,798949,1999,2014,1798949
507,3850,Fixed-rate,370600,2002,2017,1370600
508,601,Cashout,481912,2007,2022,1481912
509,1995,Fixed-rate,315279,2003,2018,1315279
510,3674,Fixed-rate,956808,1999,2014,1956808
511,3262,Cashout,897320,2007,2022,1897320
512,3827,Cashout,559364,1995,2010,1559364
513,3486,Fixed-rate,112442,2007,2022,1112442
514,2885,Fixed-rate,114435,2017,2032,1114435
515,3945,Fixed-rate,435780,2003,2018,1435780
516,3365,Fixed-rate,127619,2001,2016,1127619
517,2705,Cashout,653486,2004,2019,1653486
518,1187,Cashout,230734,2016,2031,1230734
519,3249,Cashout,565118,2001,2016,1565118
520,7185,Cashout,958820,2010,2025,1958820
521,2462,Cashout,274194,2001,2016,1274194
522,2179,Cashout,811912,2014,2029,1811912
523,3246,Fixed-rate,424139,1994,2009,1424139
524,2031,Cashout,448298,2008,2023,1448298
525,375,Fixed-rate,163256,2005,2020,1163256
526,1452,Fixed-rate,1024355,2021,2036,2024355
527,3086,Fixed-rate,122773,2010,2025,1122773
528,204,Fixed-rate,380728,2001,2016,1380728
529,145,Cashout,1071715,1993,2008,2071715
530,495,Cashout,207377,2009,2024,1207377
531,2992,Cashout,290070,1996,2011,1290070
532,1417,Cashout,692343,1994,2009,1692343
533,1192,Fixed-rate,718806,1999,2014,1718806
534,1221,Fixed-rate,913884,2020,2035,1913884
535,1850,Cashout,836686,2013,2028,1836686
536,2721,Fixed-rate,169923,2006,2021,1169923
537,2988,Cashout,832357,2002,2017,1832357
538,3835,Cashout,790477,2013,2028,1790477
539,833,Cashout,837422,2001,2016,1837422
540,3105,Cashout,445065,2002,2017,1445065
541,4865,Cashout,553244,1999,2014,1553244
542,1869,Fixed-rate,331225,1998,2013,1331225
543,866,Fixed-rate,722645,2000,2015,1722645
544,3548,Fixed-rate,929627,2015,2030,1929627
545,966,Cashout,261885,2021,2036,1261885
546,763,Cashout,712296,2014,2029,1712296
547,849,Cashout,704745,2002,2017,1704745
548,1990,Cashout,481529,1993,2008,1481529
549,1064,Fixed-rate,269154,2018,2033,1269154
550,1782,Fixed-rate,263641,1998,2013,1263641
551,548,Fixed-rate,676940,2020,2035,1676940
552,3028,Fixed-rate,374902,1994,2009,1374902
553,1847,Cashout,853168,2002,2017,1853168
554,59,Fixed-rate,348776,1995,2010,1348776
555,3187,Fixed-rate,929370,2015,2030,1929370
556,277,Cashout,675630,2021,2036,1675630
557,3898,Fixed-rate,850721,1996,2011,1850721
558,285,Fixed-rate,142926,2019,2034,1142926
559,1738,Cashout,1019193,1998,2013,2019193
560,56,Cashout,803031,2013,2028,1803031
561,2587,Fixed-rate,236900,2007,2022,1236900
562,1967,Cashout,555429,2017,2032,1555429
563,39,Fixed-rate,139659,2012,2027,1139659
564,1314,Cashout,303482,2004,2019,1303482
565,2244,Fixed-rate,356843,2020,2035,1356843
566,316,Cashout,433170,2012,2027,1433170
567,995,Fixed-rate,786457,2013,2028,1786457
568,522,Cashout,328059,1993,2008,1328059
569,1434,Fixed-rate,593475,2019,2034,1593475
570,1897,Fixed-rate,414690,2004,2019,1414690
571,3817,Cashout,333197,2020,2035,1333197
572,1185,Fixed-rate,957894,1996,2011,1957894
573,452,Fixed-rate,628765,2007,2022,1628765
574,2090,Fixed-rate,130712,2003,2018,1130712
575,3857,Cashout,212644,2000,2015,1212644
576,3808,Fixed-rate,396415,2001,2016,1396415
