ACCOUNT_APPLICATION_ID,APPLICATION_STATUS,APPLIED_DATE,APPLICATION_TYPE_ID,ACCOUNT_APPLICATION_STATE
65,Approved,2022-01-24,,California
66,Approved,2014-10-05,,Nevada
67,Approved,2021-10-28,,Kansas
68,Approved,2010-05-09,,Wisconsin
69,Approved,2022-01-22,,Minnesota
70,Approved,2013-03-24,,Texas
71,Approved,2018-07-31,,North Dakota
72,Approved,2006-07-23,,Nebraska
73,Approved,2016-07-15,,Indiana
74,Approved,2014-03-24,,Texas
75,Approved,2023-01-10,,Vermont
76,Approved,2011-09-05,,Hawaii
77,Approved,2013-04-26,,South Carolina
78,Approved,2009-09-11,,Oklahoma
79,Approved,2009-11-19,,Maryland
80,Approved,2009-10-17,,New Hampshire
81,Approved,2004-07-24,,Tennessee
82,Approved,2012-04-15,,Alabama
83,Approved,2019-08-27,,Tennessee
84,Approved,2005-10-16,,Delaware
85,Approved,2006-06-30,,Nebraska
86,Approved,2007-11-15,,Tennessee
87,Approved,2008-07-12,,Utah
88,Approved,2004-10-02,,Arizona
89,Approved,2006-03-03,,Alabama
90,Approved,2021-10-31,,New Hampshire
91,Approved,2016-10-02,,Missouri
92,Approved,2021-04-15,,Minnesota
93,Approved,2012-10-26,,Tennessee
94,Approved,2021-03-12,,Maryland
95,Approved,2011-06-15,,New Mexico
96,Approved,2010-10-06,,Wisconsin
97,Approved,2017-09-17,,Colorado
98,Approved,2023-03-01,,Wisconsin
99,Approved,2012-10-20,,Utah
100,Approved,2018-10-09,,Oregon
101,Approved,2020-03-15,,Missouri
102,Approved,2015-08-07,,North Dakota
103,Approved,2006-03-30,,North Carolina
104,Approved,2014-06-23,,Maryland
105,Approved,2007-05-14,,Colorado
106,Approved,2019-12-28,,Florida
107,Approved,2023-06-01,,Louisiana
108,Approved,2014-11-06,,New York
109,Approved,2009-12-01,,Alabama
110,Approved,2011-09-16,,Michigan
111,Approved,2003-12-29,,North Carolina
112,Approved,2012-08-29,,Montana
113,Approved,2007-06-05,,Michigan
114,Approved,2010-12-10,,Tennessee
115,Approved,2016-02-06,,Minnesota
116,Approved,2009-03-29,,Hawaii
117,Approved,2014-10-03,,Pennsylvania
118,Approved,2017-12-09,,Washington
119,Approved,2005-07-22,,Delaware
120,Approved,2006-11-11,,Illinois
121,Approved,2008-06-02,,Ohio
122,Approved,2010-11-19,,New Mexico
123,Approved,2004-12-23,,Arkansas
124,Approved,2022-12-19,,New York
125,Approved,2021-08-13,,California
126,Approved,2005-12-16,,New Mexico
127,Approved,2004-05-07,,Louisiana
128,Approved,2007-09-04,,Connecticut
129,Approved,2009-11-08,,Idaho
130,Approved,2023-01-14,,Louisiana
131,Approved,2007-07-07,,Oregon
132,Approved,2016-10-01,,Alabama
133,Approved,2006-07-22,,Pennsylvania
134,Approved,2016-01-13,,Nebraska
135,Approved,2007-05-22,,Connecticut
136,Approved,2004-09-04,,Kentucky
137,Approved,2004-03-05,,Alabama
138,Approved,2010-01-22,,Montana
139,Approved,2009-09-25,,Utah
140,Approved,2007-08-28,,Minnesota
141,Approved,2019-09-30,,Missouri
142,Approved,2010-08-09,,Utah
143,Approved,2005-07-08,,Arkansas
144,Approved,2004-03-19,,Arizona
145,Approved,2021-12-16,,New Jersey
146,Approved,2017-12-03,,Colorado
147,Approved,2006-11-23,,Pennsylvania
148,Approved,2012-04-13,,South Dakota
149,Approved,2005-10-27,,Idaho
150,Approved,2010-12-15,,Maryland
151,Approved,2005-11-21,,Oklahoma
152,Approved,2013-09-07,,Louisiana
153,Approved,2015-05-11,,Mississippi
154,Approved,2018-04-11,,Delaware
155,Approved,2009-07-29,,Nevada
156,Approved,2005-07-08,,New York
157,Approved,2020-07-29,,California
158,Approved,2019-05-02,,Idaho
159,Approved,2004-10-12,,New Mexico
160,Approved,2006-11-15,,Montana
161,Approved,2016-10-02,,Ohio
162,Approved,2010-03-23,,Idaho
163,Approved,2012-04-16,,Nevada
164,Approved,2015-08-22,,Idaho
165,Approved,2019-06-10,,Montana
166,Approved,2022-10-29,,California
167,Approved,2009-03-16,,Washington
168,Approved,2010-05-12,,Hawaii
169,Approved,2005-06-01,,North Dakota
170,Approved,2008-10-27,,Louisiana
171,Approved,2008-12-13,,Utah
172,Approved,2015-02-01,,Wyoming
173,Approved,2021-06-15,,Nebraska
174,Approved,2011-12-21,,Missouri
175,Approved,2007-06-06,,New Mexico
176,Approved,2018-06-28,,Tennessee
177,Approved,2009-05-22,,Virginia
178,Approved,2003-11-21,,Utah
179,Approved,2019-06-27,,Iowa
180,Approved,2017-05-21,,Georgia
181,Approved,2022-10-21,,New York
182,Approved,2020-09-29,,Wyoming
183,Approved,2014-01-14,,Colorado
184,Approved,2015-08-05,,Virginia
185,Approved,2016-08-30,,Maine
186,Approved,2011-12-24,,Rhode Island
187,Approved,2008-08-29,,Alaska
188,Approved,2022-07-07,,Georgia
189,Approved,2003-11-12,,South Dakota
190,Approved,2019-01-08,,Illinois
191,Approved,2006-02-17,,New Jersey
192,Approved,2014-11-14,,New Hampshire
193,Approved,2004-12-29,,Iowa
194,Approved,2021-12-17,,Virginia
195,Approved,2012-12-30,,Oregon
196,Approved,2008-01-11,,Minnesota
197,Approved,2011-08-11,,New York
198,Approved,2019-11-01,,California
199,Approved,2015-06-04,,Vermont
200,Approved,2013-03-27,,Arkansas
201,Approved,2015-08-30,,Alabama
202,Approved,2007-12-11,,Maine
203,Approved,2013-12-30,,Nebraska
204,Approved,2016-08-22,,Illinois
205,Approved,2017-07-16,,Georgia
206,Approved,2006-03-09,,Kansas
207,Approved,2003-06-29,,Missouri
208,Approved,2009-12-25,,Tennessee
209,Approved,2014-10-26,,Texas
210,Approved,2008-11-20,,Kentucky
211,Approved,2011-08-02,,California
212,Approved,2011-01-12,,Alabama
213,Approved,2018-09-08,,Vermont
214,Approved,2016-04-28,,Minnesota
215,Approved,2022-10-09,,Hawaii
216,Approved,2017-07-16,,Ohio
217,Approved,2004-07-06,,Nebraska
218,Approved,2017-02-15,,South Dakota
219,Approved,2022-09-30,,Arizona
220,Approved,2017-09-02,,Idaho
221,Approved,2005-01-11,,Colorado
222,Approved,2009-01-28,,Wisconsin
223,Approved,2018-08-05,,New Jersey
224,Approved,2005-08-12,,Arizona
225,Approved,2012-04-05,,New Jersey
226,Approved,2008-10-21,,Colorado
227,Approved,2018-08-17,,Kentucky
228,Approved,2021-05-23,,Missouri
229,Approved,2020-01-08,,Utah
230,Approved,2022-07-17,,New Mexico
231,Approved,2003-06-11,,Hawaii
232,Approved,2004-10-06,,Nebraska
233,Approved,2020-04-08,,Connecticut
234,Approved,2014-07-13,,Delaware
235,Approved,2014-01-21,,Indiana
236,Approved,2019-04-29,,Connecticut
237,Approved,2005-02-19,,Pennsylvania
238,Approved,2017-07-25,,Tennessee
239,Approved,2009-11-02,,Kansas
240,Approved,2022-02-07,,South Dakota
241,Approved,2006-04-12,,Nevada
242,Approved,2007-11-18,,Georgia
243,Approved,2003-12-10,,Maine
244,Approved,2017-02-10,,Arkansas
245,Approved,2017-08-23,,Michigan
246,Approved,2014-03-13,,Missouri
247,Approved,2003-07-22,,New Mexico
248,Approved,2010-09-15,,Iowa
249,Approved,2003-12-05,,Arkansas
250,Approved,2003-07-09,,Oregon
251,Approved,2021-06-01,,Indiana
252,Approved,2006-10-07,,Kansas
253,Approved,2009-12-02,,Ohio
254,Approved,2007-06-27,,New Mexico
255,Approved,2010-03-12,,Alabama
256,Approved,2013-09-23,,Mississippi
257,Approved,2012-12-19,,Washington
258,Approved,2009-08-22,,Missouri
259,Approved,2006-11-06,,Oregon
260,Approved,2019-08-16,,Maine
261,Approved,2016-12-08,,Ohio
262,Approved,2006-03-17,,Oklahoma
263,Approved,2004-03-08,,New York
264,Approved,2012-10-14,,Hawaii
265,Approved,2018-11-08,,Florida
266,Approved,2007-05-19,,Vermont
267,Approved,2012-03-02,,Colorado
268,Approved,2007-12-24,,Minnesota
269,Approved,2021-02-28,,Virginia
270,Approved,2015-04-01,,Indiana
271,Approved,2007-05-11,,Kansas
272,Approved,2008-09-10,,Texas
273,Approved,2012-11-29,,Utah
274,Approved,2004-01-27,,Rhode Island
275,Approved,2004-11-17,,New Jersey
276,Approved,2004-10-27,,Virginia
277,Approved,2010-06-10,,Colorado
278,Approved,2012-04-10,,Washington
279,Approved,2022-06-09,,Texas
280,Approved,2014-02-23,,Ohio
281,Approved,2015-12-04,,Oregon
282,Approved,2022-09-30,,Illinois
283,Approved,2004-11-13,,California
284,Approved,2020-04-06,,Texas
285,Approved,2019-01-17,,Indiana
286,Approved,2018-04-04,,Delaware
287,Approved,2016-02-11,,Rhode Island
288,Approved,2021-09-28,,Virginia
289,Approved,2009-07-04,,Nebraska
290,Approved,2010-07-06,,Florida
291,Approved,2016-03-21,,Oregon
292,Approved,2023-06-02,,New Jersey
293,Approved,2013-05-05,,Nebraska
294,Approved,2003-09-29,,Missouri
295,Approved,2008-02-25,,Hawaii
296,Approved,2008-07-30,,South Carolina
297,Approved,2012-09-03,,Hawaii
298,Approved,2014-10-14,,Tennessee
299,Approved,2014-12-04,,Louisiana
300,Approved,2015-12-08,,Idaho
301,Approved,2006-08-18,,Missouri
302,Approved,2014-12-13,,Texas
303,Approved,2004-08-26,,Idaho
304,Approved,2004-11-03,,California
305,Approved,2012-08-12,,Oregon
306,Approved,2009-01-06,,Wyoming
307,Approved,2008-07-10,,Louisiana
308,Approved,2023-04-17,,New Mexico
309,Approved,2013-04-16,,Ohio
310,Approved,2015-09-20,,Wyoming
311,Approved,2016-11-14,,Maine
312,Approved,2022-02-06,,Missouri
313,Approved,2007-11-07,,Pennsylvania
314,Approved,2013-06-03,,Washington
315,Approved,2007-05-08,,South Dakota
316,Approved,2019-09-15,,Montana
317,Approved,2011-08-06,,South Carolina
318,Approved,2005-01-30,,Rhode Island
319,Approved,2013-11-30,,Arizona
320,Approved,2009-07-20,,Nevada
321,Approved,2021-03-27,,Washington
322,Approved,2005-11-07,,Texas
323,Approved,2013-09-27,,Michigan
324,Approved,2017-02-27,,California
325,Approved,2014-08-14,,Kansas
326,Approved,2013-08-15,,Vermont
327,Approved,2017-07-20,,Illinois
328,Approved,2007-02-19,,Alabama
329,Approved,2006-10-27,,Kentucky
330,Approved,2022-07-10,,North Carolina
331,Approved,2019-10-24,,South Carolina
332,Approved,2019-07-27,,North Carolina
333,Approved,2014-11-28,,Alabama
334,Approved,2015-02-18,,Florida
335,Approved,2007-09-02,,Wisconsin
336,Approved,2019-09-28,,Pennsylvania
337,Approved,2007-05-22,,Ohio
338,Approved,2020-05-17,,Indiana
339,Approved,2017-12-14,,Nebraska
340,Approved,2004-09-22,,Nebraska
341,Approved,2013-09-17,,Oklahoma
342,Approved,2014-11-03,,New York
343,Approved,2008-09-26,,North Carolina
344,Approved,2009-02-08,,Texas
345,Approved,2022-08-24,,North Carolina
346,Approved,2016-03-21,,New York
347,Approved,2006-05-25,,Mississippi
348,Approved,2005-09-05,,Oregon
349,Approved,2006-04-27,,Wyoming
350,Approved,2010-03-06,,Missouri
351,Approved,2010-12-17,,Maine
352,Approved,2005-07-09,,West Virginia
353,Approved,2016-07-13,,Iowa
354,Approved,2003-09-16,,Illinois
355,Approved,2006-10-11,,Idaho
356,Approved,2016-11-02,,Texas
357,Approved,2022-05-17,,New Mexico
358,Approved,2021-02-05,,Delaware
359,Approved,2013-04-20,,Oregon
360,Approved,2018-09-13,,Maine
361,Approved,2020-01-24,,Texas
362,Approved,2023-05-05,,Arkansas
363,Approved,2010-10-31,,Maryland
364,Approved,2017-10-31,,Colorado
365,Approved,2006-04-15,,Minnesota
366,Approved,2015-12-22,,Montana
367,Approved,2010-12-06,,Tennessee
368,Approved,2012-04-26,,Delaware
369,Approved,2023-05-09,,Michigan
370,Approved,2009-02-08,,Louisiana
371,Approved,2018-02-10,,California
372,Approved,2009-12-21,,Vermont
373,Approved,2015-08-22,,Washington
374,Approved,2007-05-09,,Illinois
375,Approved,2005-08-12,,Utah
376,Approved,2004-05-18,,West Virginia
377,Approved,2021-05-01,,Pennsylvania
378,Approved,2018-10-22,,Kentucky
379,Approved,2010-04-21,,Arizona
380,Approved,2007-06-27,,Hawaii
381,Approved,2020-05-09,,California
382,Approved,2016-12-24,,Mississippi
383,Approved,2012-03-02,,Idaho
384,Approved,2010-06-29,,Nevada
385,Approved,2004-11-14,,Kansas
386,Approved,2010-10-14,,Arizona
387,Approved,2008-06-02,,Nevada
388,Approved,2006-12-31,,Delaware
389,Approved,2010-03-05,,Rhode Island
390,Approved,2019-01-14,,Montana
391,Approved,2016-04-20,,Alabama
392,Approved,2015-09-29,,Maine
393,Approved,2022-01-11,,Oklahoma
394,Approved,2008-08-03,,Virginia
395,Approved,2007-01-02,,Vermont
396,Approved,2020-01-16,,Missouri
397,Approved,2008-06-27,,Indiana
398,Approved,2022-08-17,,Idaho
399,Approved,2017-04-02,,Iowa
400,Approved,2017-11-03,,Illinois
401,Approved,2021-03-05,,Wisconsin
402,Approved,2020-04-18,,South Carolina
403,Approved,2014-05-31,,Alaska
404,Approved,2020-05-26,,Illinois
405,Approved,2020-05-28,,Alabama
406,Approved,2010-04-24,,Illinois
407,Approved,2021-11-28,,Oklahoma
408,Approved,2010-11-19,,California
409,Approved,2003-10-09,,Massachusetts
410,Approved,2015-01-06,,Maine
411,Approved,2014-04-08,,Colorado
412,Approved,2014-05-23,,Wisconsin
413,Approved,2004-08-24,,Maine
414,Approved,2021-04-22,,Texas
415,Approved,2008-06-27,,Indiana
416,Approved,2012-03-07,,Pennsylvania
417,Approved,2008-09-29,,Michigan
418,Approved,2016-05-02,,Tennessee
419,Approved,2023-04-11,,South Carolina
420,Approved,2013-06-16,,New York
421,Approved,2019-06-12,,West Virginia
422,Approved,2005-09-12,,Mississippi
423,Approved,2006-04-27,,Oklahoma
424,Approved,2021-01-05,,Illinois
425,Approved,2004-10-12,,Idaho
426,Approved,2005-09-12,,Nebraska
427,Approved,2011-02-05,,Florida
428,Approved,2007-11-18,,Massachusetts
429,Approved,2004-10-27,,Kentucky
430,Approved,2013-08-30,,Kansas
431,Approved,2003-12-17,,Minnesota
432,Approved,2018-09-14,,South Carolina
433,Approved,2014-09-09,,Missouri
434,Approved,2008-11-27,,Florida
435,Approved,2008-07-03,,New Hampshire
436,Approved,2019-02-12,,Maryland
437,Approved,2016-01-28,,North Carolina
438,Approved,2020-08-15,,New Hampshire
439,Approved,2016-06-11,,Oklahoma
440,Approved,2021-06-19,,Kansas
441,Approved,2020-07-14,,Tennessee
442,Approved,2004-08-01,,Wyoming
443,Approved,2022-12-19,,Georgia
444,Approved,2006-07-11,,Kansas
445,Approved,2021-01-24,,Arizona
446,Approved,2006-01-14,,West Virginia
447,Approved,2017-12-12,,Wisconsin
448,Approved,2010-06-15,,Alaska
449,Approved,2013-04-18,,Nebraska
450,Approved,2021-08-28,,Iowa
451,Approved,2017-08-28,,Arkansas
452,Approved,2019-11-06,,Wisconsin
453,Approved,2016-08-29,,Nevada
454,Approved,2023-05-24,,Indiana
455,Approved,2011-05-22,,South Carolina
456,Approved,2004-02-20,,South Carolina
457,Approved,2003-06-13,,Georgia
458,Approved,2009-08-19,,North Carolina
459,Approved,2013-09-24,,Minnesota
460,Approved,2020-09-07,,Maryland
461,Approved,2022-11-04,,California
462,Approved,2012-02-05,,Oklahoma
463,Approved,2014-10-05,,Idaho
464,Approved,2005-09-03,,New York
465,Approved,2020-03-25,,Rhode Island
466,Approved,2012-05-09,,Kansas
467,Approved,2013-09-28,,Delaware
468,Approved,2017-04-28,,Wisconsin
469,Approved,2016-07-05,,Pennsylvania
470,Approved,2016-06-29,,Rhode Island
471,Approved,2005-07-23,,Nebraska
472,Approved,2009-01-05,,Minnesota
473,Approved,2007-10-09,,Nevada
474,Approved,2011-07-28,,South Carolina
475,Approved,2013-03-17,,Kansas
476,Approved,2014-10-21,,Vermont
477,Approved,2005-04-30,,Utah
478,Approved,2004-08-30,,Nebraska
479,Approved,2019-10-26,,Arizona
480,Approved,2017-08-28,,Florida
481,Approved,2008-03-26,,Alabama
482,Approved,2020-03-04,,Colorado
483,Approved,2006-03-20,,Vermont
484,Approved,2008-08-03,,Oregon
485,Approved,2015-06-11,,West Virginia
486,Approved,2017-06-06,,Arkansas
487,Approved,2004-08-20,,Minnesota
488,Approved,2019-04-22,,Oklahoma
489,Approved,2016-08-06,,Missouri
490,Approved,2019-01-20,,Idaho
491,Approved,2005-01-15,,New Mexico
492,Approved,2006-11-22,,Nebraska
493,Approved,2019-06-18,,Wyoming
494,Approved,2008-08-03,,Vermont
495,Approved,2004-02-17,,Hawaii
496,Approved,2004-07-18,,Rhode Island
497,Approved,2007-12-15,,Maryland
498,Approved,2014-06-18,,Iowa
499,Approved,2007-01-09,,Texas
500,Approved,2022-02-15,,Arizona
501,Approved,2015-03-27,,Washington
502,Approved,2010-01-27,,Maine
503,Approved,2016-06-26,,Georgia
504,Approved,2020-02-15,,Arkansas
505,Approved,2007-03-21,,New Hampshire
506,Approved,2005-06-27,,Nebraska
507,Approved,2019-05-03,,Oregon
508,Approved,2014-12-08,,Alaska
509,Approved,2007-09-02,,Florida
510,Approved,2013-07-10,,West Virginia
511,Approved,2007-10-07,,Missouri
512,Approved,2016-08-18,,Illinois
513,Approved,2013-06-08,,South Carolina
514,Approved,2007-07-30,,Hawaii
515,Approved,2021-02-05,,North Carolina
516,Approved,2009-11-16,,Michigan
517,Approved,2004-09-27,,Connecticut
518,Approved,2016-10-11,,Virginia
519,Approved,2018-07-26,,South Carolina
520,Approved,2016-01-31,,Washington
521,Approved,2009-12-02,,Ohio
522,Approved,2018-12-09,,Alabama
523,Approved,2015-07-28,,South Carolina
524,Approved,2006-01-01,,Maine
525,Approved,2004-12-16,,Pennsylvania
526,Approved,2004-10-19,,West Virginia
527,Approved,2019-12-25,,North Dakota
528,Approved,2012-02-17,,Georgia
529,Approved,2004-05-06,,Alabama
530,Approved,2021-02-18,,Missouri
531,Approved,2022-10-23,,Minnesota
532,Approved,2022-11-23,,Georgia
533,Approved,2010-10-15,,Texas
534,Approved,2011-04-03,,Colorado
535,Approved,2006-08-15,,Iowa
536,Approved,2020-07-14,,Kansas
537,Approved,2021-04-05,,Florida
538,Approved,2017-09-25,,Florida
539,Approved,2020-09-10,,North Dakota
540,Approved,2013-10-29,,Mississippi
541,Approved,2007-04-20,,Tennessee
542,Approved,2008-05-25,,Hawaii
543,Approved,2017-12-07,,Virginia
544,Approved,2022-09-12,,Arizona
545,Approved,2017-10-19,,Georgia
546,Approved,2006-04-19,,Mississippi
547,Approved,2007-01-02,,Arkansas
548,Approved,2017-08-01,,New Jersey
549,Approved,2005-07-31,,North Dakota
550,Approved,2006-10-25,,Nevada
551,Approved,2017-07-26,,Idaho
552,Approved,2008-10-02,,Idaho
553,Approved,2004-06-26,,Utah
554,Approved,2018-08-22,,West Virginia
555,Approved,2018-02-08,,Maine
556,Approved,2017-08-18,,Louisiana
557,Approved,2004-06-19,,North Dakota
558,Approved,2020-05-03,,Wisconsin
559,Approved,2014-06-25,,Oklahoma
560,Approved,2012-01-13,,Idaho
561,Approved,2006-02-10,,Kentucky
562,Approved,2015-06-08,,South Carolina
563,Approved,2005-10-31,,Louisiana
564,Approved,2007-07-28,,Alaska
565,Approved,2015-08-31,,North Carolina
566,Approved,2004-06-09,,Nebraska
567,Approved,2015-03-12,,Arkansas
568,Approved,2015-04-11,,Montana
569,Approved,2009-06-29,,Pennsylvania
570,Approved,2003-10-12,,Arizona
571,Approved,2011-04-14,,North Carolina
572,Approved,2015-11-20,,Colorado
573,Approved,2005-11-02,,Connecticut
574,Approved,2008-04-25,,Massachusetts
575,Approved,2010-07-08,,Maryland
576,Approved,2003-07-20,,Mississippi
577,Approved,2010-05-29,,South Carolina
578,Approved,2007-08-19,,Arizona
579,Approved,2003-09-07,,Illinois
580,Approved,2013-06-02,,Utah
581,Approved,2016-01-01,,Rhode Island
582,Approved,2004-04-11,,North Dakota
583,Approved,2011-05-13,,South Dakota
584,Approved,2008-04-07,,Maine
585,Approved,2009-10-20,,Iowa
586,Approved,2018-11-21,,Minnesota
587,Approved,2007-04-07,,Vermont
588,Approved,2019-08-29,,Oklahoma
589,Approved,2015-02-28,,Nevada
590,Approved,2012-03-23,,Arizona
591,Approved,2007-11-14,,Oregon
592,Approved,2004-05-22,,Indiana
593,Approved,2010-07-10,,Nebraska
594,Approved,2015-10-07,,Maine
595,Approved,2014-11-03,,Idaho
596,Approved,2019-07-19,,New Jersey
597,Approved,2013-05-25,,Idaho
598,Approved,2013-07-10,,Colorado
599,Approved,2022-04-06,,South Carolina
600,Approved,2014-07-26,,Alaska
601,Approved,2009-09-13,,Kansas
602,Approved,2006-03-10,,Arizona
603,Approved,2006-12-06,,Michigan
604,Approved,2021-08-01,,Mississippi
605,Approved,2023-03-16,,North Carolina
606,Approved,2013-11-29,,South Carolina
607,Approved,2008-10-05,,Maryland
608,Approved,2016-04-02,,Arkansas
609,Approved,2008-06-09,,New Mexico
610,Approved,2007-09-14,,Oklahoma
611,Approved,2011-01-08,,Rhode Island
612,Approved,2014-03-10,,Maryland
613,Approved,2020-09-25,,South Carolina
614,Approved,2011-09-14,,Vermont
615,Approved,2011-06-29,,Arkansas
616,Approved,2009-09-12,,West Virginia
617,Approved,2013-05-05,,Vermont
618,Approved,2016-02-11,,Iowa
619,Approved,2017-09-21,,New York
620,Approved,2005-01-05,,Nevada
621,Approved,2007-12-09,,Georgia
622,Approved,2004-02-21,,Utah
623,Approved,2016-11-02,,Tennessee
624,Approved,2006-02-02,,Missouri
625,Approved,2005-12-06,,Georgia
626,Approved,2007-12-07,,Maryland
627,Approved,2017-09-27,,Nevada
628,Approved,2013-08-17,,Montana
629,Approved,2022-03-07,,Pennsylvania
630,Approved,2017-08-14,,Wisconsin
631,Approved,2008-04-12,,Indiana
632,Approved,2017-10-21,,North Carolina
633,Approved,2013-07-31,,Nevada
634,Approved,2015-07-03,,California
635,Approved,2006-04-26,,Hawaii
636,Approved,2011-11-18,,Oregon
637,Approved,2018-07-29,,North Dakota
638,Approved,2016-01-02,,Delaware
639,Approved,2021-06-12,,California
640,Approved,2005-05-29,,California
641,Approved,2016-03-31,,New Mexico
642,Approved,2017-05-05,,Kentucky
643,Approved,2003-09-23,,Maine
644,Approved,2017-08-20,,Washington
645,Approved,2014-05-08,,Wyoming
646,Approved,2018-06-15,,Oklahoma
647,Approved,2010-05-19,,Tennessee
648,Approved,2016-01-31,,Kentucky
649,Approved,2013-06-02,,Ohio
650,Approved,2019-06-18,,New Hampshire
651,Approved,2006-07-16,,Tennessee
652,Approved,2009-10-01,,Ohio
653,Approved,2007-02-19,,Louisiana
654,Approved,2012-11-11,,Idaho
655,Approved,2007-04-04,,Virginia
656,Approved,2022-06-07,,Delaware
657,Approved,2008-09-03,,West Virginia
658,Approved,2018-08-15,,Georgia
659,Approved,2017-01-03,,Louisiana
660,Approved,2009-09-30,,New Jersey
661,Approved,2017-10-15,,Mississippi
662,Approved,2018-02-16,,North Dakota
663,Approved,2009-05-21,,Illinois
664,Approved,2011-11-17,,West Virginia
665,Approved,2018-11-13,,New York
666,Approved,2015-01-08,,Maine
667,Approved,2021-03-31,,South Dakota
668,Approved,2008-04-16,,Ohio
669,Approved,2015-07-13,,North Dakota
670,Approved,2019-03-05,,Tennessee
671,Approved,2006-05-20,,Montana
672,Approved,2019-11-19,,West Virginia
673,Approved,2010-05-15,,Colorado
674,Approved,2013-06-20,,Idaho
675,Approved,2003-07-03,,Maine
676,Approved,2018-09-20,,South Carolina
677,Approved,2019-02-28,,Kentucky
678,Approved,2003-09-15,,Nevada
679,Approved,2010-11-18,,West Virginia
680,Approved,2013-08-07,,West Virginia
681,Approved,2007-05-03,,Nevada
682,Approved,2013-09-08,,Virginia
683,Approved,2021-12-28,,Oregon
684,Approved,2008-10-03,,Maryland
685,Approved,2017-11-15,,Hawaii
686,Approved,2019-06-25,,Hawaii
687,Approved,2006-08-03,,South Dakota
688,Approved,2020-05-16,,Washington
689,Approved,2011-05-07,,Delaware
690,Approved,2021-12-10,,New Mexico
691,Approved,2017-03-25,,Nevada
692,Approved,2012-12-20,,Idaho
693,Approved,2004-03-05,,Maryland
694,Approved,2007-07-21,,North Carolina
695,Approved,2012-08-18,,Montana
696,Approved,2004-10-26,,Iowa
697,Approved,2003-06-13,,Texas
698,Approved,2012-03-03,,Tennessee
699,Approved,2016-12-30,,Delaware
700,Approved,2021-05-04,,Idaho
701,Approved,2023-03-25,,North Carolina
702,Approved,2016-12-02,,Wisconsin
703,Approved,2018-07-26,,Pennsylvania
704,Approved,2006-11-29,,New Hampshire
705,Approved,2012-01-13,,Connecticut
706,Approved,2015-06-24,,Georgia
707,Approved,2013-01-30,,Nebraska
708,Approved,2010-02-09,,Maryland
709,Approved,2006-05-05,,Oklahoma
710,Approved,2004-08-24,,Georgia
711,Approved,2005-11-02,,New Hampshire
712,Approved,2012-05-15,,North Dakota
713,Approved,2013-11-02,,New Mexico
714,Approved,2021-08-06,,Oregon
715,Approved,2015-01-02,,Washington
716,Approved,2007-06-18,,Maine
717,Approved,2021-06-24,,Maine
