exception_id,customer_id,employee_id,open_date,review_date,doc_status,description,comments
56,12432,16173,2019-07-24,2021-01-26,Missing,CIP Exception,Please re-scan ID Verification
57,1713,25220,2015-05-05,2016-10-01,Missing,CIP Exception,Please re-scan ID Verification
58,19634,28522,2016-09-05,2018-03-27,Missing,Identity,
59,15805,18095,2015-04-22,2016-10-24,Missing,Identity,
60,2304,13558,2013-05-07,2014-11-13,Missing,CIP Exception,Please re-scan ID Verification
61,20355,20574,2014-01-12,2015-08-28,Missing,CIP Exception,ID has Expired
62,19406,17853,2014-12-06,2016-04-24,Exception,CIP Exception,Please re-scan ID Verification
63,2500,687,2017-03-26,2018-10-23,Missing,Identity,
64,19950,21285,2017-03-28,2018-10-19,Exception,Identity,
65,1679,14489,2017-06-28,2018-12-22,Missing,Identity,
66,24958,16648,2017-03-07,2018-08-01,Exception,CIP Exception,Please re-scan ID Verification
67,13380,25998,2010-10-08,2012-02-23,Missing,Identity,
68,19596,12984,2019-04-18,2020-10-23,Exception,Identity,
69,5806,14440,2015-07-05,2016-11-18,Exception,Identity,
70,22573,28120,2017-12-01,2019-05-09,Missing,CIP Exception,ID has Expired
71,25837,18271,2017-04-12,2018-11-16,Exception,Identity,
72,16203,15482,2012-05-25,2013-11-24,Missing,Identity,
73,3360,19130,2018-06-18,2020-01-25,Exception,CIP Exception,Please re-scan ID Verification
74,28282,6792,2011-07-24,2013-02-28,Exception,Identity,
75,8416,21921,2019-04-16,2020-10-31,Exception,CIP Exception,Please re-scan ID Verification
76,21052,27805,2017-03-03,2018-09-09,Missing,CIP Exception,Please re-scan ID Verification
77,20280,11887,2012-11-24,2014-05-17,Missing,Identity,
78,20974,16026,2013-08-12,2015-03-07,Missing,Identity,
79,3146,4973,2017-08-23,2019-03-12,Missing,CIP Exception,ID has Expired
80,253,3240,2019-05-27,2021-01-13,Exception,CIP Exception,ID has Expired
81,22602,15810,2015-12-03,2017-06-20,Exception,CIP Exception,ID has Expired
82,11546,27547,2012-06-03,2013-11-03,Exception,Identity,
83,26812,7774,2015-12-04,2017-05-20,Missing,CIP Exception,Please re-scan ID Verification
84,10680,18406,2014-12-16,2016-08-07,Missing,Identity,
85,3194,8302,2017-01-16,2018-06-16,Exception,Identity,
86,26115,26786,2016-10-15,2018-04-06,Missing,Identity,
87,27610,17030,2011-08-19,2013-02-19,Missing,Identity,
88,25077,7945,2016-12-31,2018-08-23,Exception,CIP Exception,Please re-scan ID Verification
89,28746,2196,2019-10-24,2021-03-29,Exception,CIP Exception,Please re-scan ID Verification
90,14433,600,2018-08-01,2020-03-18,Missing,CIP Exception,Please re-scan ID Verification
91,14197,16404,2011-07-27,2013-03-11,Exception,CIP Exception,Please re-scan ID Verification
92,14478,18211,2014-09-09,2016-04-15,Exception,Identity,
93,17157,3393,2013-02-06,2014-08-02,Exception,CIP Exception,ID has Expired
94,1705,19554,2016-06-24,2018-01-12,Exception,CIP Exception,ID has Expired
95,846,19579,2017-01-21,2018-06-23,Exception,Identity,
96,16297,5287,2018-06-26,2020-02-02,Exception,Identity,
97,24041,3350,2013-08-12,2015-01-27,Exception,Identity,
98,14268,5514,2020-04-10,2021-10-26,Exception,CIP Exception,Please re-scan ID Verification
99,9803,24908,2016-04-09,2017-10-15,Missing,CIP Exception,ID has Expired
100,25847,4893,2020-01-09,2021-07-06,Missing,CIP Exception,Please re-scan ID Verification
101,15224,27108,2010-02-12,2011-06-27,Exception,Identity,
102,19789,26212,2014-06-30,2015-11-16,Exception,Identity,
103,7668,17280,2018-12-15,2020-05-05,Exception,Identity,
104,195,12451,2016-05-12,2017-11-20,Exception,CIP Exception,ID has Expired
105,8341,3877,2015-02-07,2016-06-30,Exception,CIP Exception,Please re-scan ID Verification
106,7913,8542,2011-01-14,2012-06-18,Missing,Identity,
107,12175,5801,2013-03-07,2014-08-07,Exception,CIP Exception,Please re-scan ID Verification
108,26844,27599,2016-08-10,2018-02-01,Exception,CIP Exception,ID has Expired
109,26108,24346,2010-01-13,2011-08-21,Missing,Identity,
110,3734,22271,2010-12-08,2012-07-28,Missing,CIP Exception,Please re-scan ID Verification
111,21801,17675,2020-06-21,2022-01-08,Exception,Identity,
112,9638,16765,2019-01-02,2020-08-23,Missing,CIP Exception,ID has Expired
113,12896,23667,2014-04-14,2015-09-28,Missing,CIP Exception,ID has Expired
114,1187,18337,2015-12-19,2017-07-23,Missing,Identity,
115,3517,13055,2015-05-12,2016-12-27,Exception,CIP Exception,Please re-scan ID Verification
116,27287,25815,2013-01-22,2014-09-03,Missing,CIP Exception,ID has Expired
117,23141,26510,2014-10-18,2016-05-04,Exception,CIP Exception,ID has Expired
118,10340,21198,2012-10-20,2014-05-11,Missing,Identity,
119,12987,20,2010-09-10,2012-03-13,Missing,CIP Exception,Please re-scan ID Verification
120,22273,8296,2014-09-12,2016-02-25,Exception,CIP Exception,Please re-scan ID Verification
121,3782,1014,2014-02-16,2015-09-09,Missing,Identity,
122,16092,6306,2010-06-06,2011-12-03,Exception,Identity,
123,19377,7113,2015-03-21,2016-10-07,Missing,CIP Exception,ID has Expired
124,4131,2237,2012-12-02,2014-05-02,Exception,CIP Exception,Please re-scan ID Verification
125,18691,1769,2019-11-12,2021-05-10,Missing,CIP Exception,ID has Expired
126,9457,5818,2011-02-19,2012-10-07,Exception,Identity,
127,25178,5613,2016-04-30,2017-10-20,Exception,CIP Exception,ID has Expired
128,740,23314,2014-01-24,2015-09-04,Missing,Identity,
129,6407,11579,2013-01-19,2014-06-24,Missing,Identity,
130,20611,445,2016-01-28,2017-07-15,Exception,CIP Exception,ID has Expired
131,14822,28220,2016-11-21,2018-07-09,Exception,CIP Exception,ID has Expired
132,28975,2525,2013-09-24,2015-03-11,Missing,Identity,
133,7310,18328,2012-10-29,2014-04-20,Missing,Identity,
134,18678,9524,2010-12-04,2012-06-12,Missing,CIP Exception,ID has Expired
135,1165,9074,2015-09-30,2017-05-19,Exception,CIP Exception,ID has Expired
136,3320,14536,2016-01-13,2017-07-20,Missing,CIP Exception,Please re-scan ID Verification
137,17640,21198,2011-09-02,2013-03-16,Missing,Identity,
138,2310,1866,2013-08-16,2015-02-24,Exception,CIP Exception,ID has Expired
139,14350,1647,2020-01-14,2021-08-06,Missing,CIP Exception,Please re-scan ID Verification
140,24989,11036,2015-10-03,2017-04-09,Missing,CIP Exception,ID has Expired
141,28111,16310,2018-10-02,2020-05-05,Missing,CIP Exception,ID has Expired
142,6823,1426,2014-11-10,2016-06-12,Exception,Identity,
143,382,14863,2019-01-11,2020-05-25,Exception,CIP Exception,ID has Expired
144,25577,20493,2019-05-13,2020-12-06,Missing,Identity,
145,1775,8519,2017-08-11,2019-01-02,Exception,CIP Exception,Please re-scan ID Verification
146,17007,25736,2020-05-29,2021-10-24,Exception,CIP Exception,Please re-scan ID Verification
147,13930,14027,2013-02-01,2014-08-23,Missing,Identity,
148,14098,17813,2010-03-26,2011-11-03,Missing,Identity,
149,2383,4005,2017-08-25,2019-04-12,Missing,Identity,
150,8871,27847,2015-07-29,2017-01-27,Exception,Identity,
151,3066,19120,2020-08-12,2021-12-29,Exception,Identity,
152,24662,28717,2017-01-20,2018-08-04,Exception,Identity,
153,7548,19520,2013-09-11,2015-02-23,Exception,CIP Exception,ID has Expired
154,9565,8665,2018-02-01,2019-07-20,Missing,Identity,
155,601,28244,2016-12-28,2018-07-11,Missing,Identity,
156,22494,15036,2018-09-13,2020-03-22,Missing,Identity,
157,15957,21638,2015-11-23,2017-06-25,Missing,Identity,
158,18174,23822,2019-07-28,2020-12-15,Missing,Identity,
159,27518,8319,2016-04-20,2017-10-16,Missing,CIP Exception,ID has Expired
160,1783,25022,2018-07-04,2019-11-21,Exception,Identity,
161,20262,22892,2018-03-18,2019-08-20,Missing,CIP Exception,Please re-scan ID Verification
162,11002,9658,2012-12-21,2014-05-05,Exception,Identity,
163,2835,12124,2010-01-30,2011-07-01,Exception,Identity,
164,7507,10689,2020-06-09,2021-12-15,Missing,Identity,
165,6624,8579,2019-12-23,2021-07-28,Missing,CIP Exception,Please re-scan ID Verification
166,17643,15971,2013-03-10,2014-08-16,Exception,CIP Exception,Please re-scan ID Verification
167,19145,1436,2013-07-19,2015-02-08,Exception,Identity,
168,15922,25268,2011-06-05,2012-12-24,Exception,CIP Exception,ID has Expired
169,2013,13724,2011-03-01,2012-08-24,Exception,Identity,
170,26331,2363,2017-06-09,2019-01-16,Exception,Identity,
171,5725,3801,2014-06-04,2015-12-22,Missing,CIP Exception,Please re-scan ID Verification
172,5336,16164,2014-09-29,2016-04-25,Exception,Identity,
173,4306,26276,2015-08-05,2017-02-16,Missing,Identity,
174,17931,15455,2016-05-13,2017-10-02,Exception,Identity,
175,7017,2392,2015-01-07,2016-06-09,Missing,Identity,
176,25153,26143,2010-12-09,2012-07-11,Missing,Identity,
177,3454,13737,2012-01-25,2013-08-28,Missing,CIP Exception,ID has Expired
178,1978,13983,2012-11-24,2014-07-15,Missing,Identity,
179,22031,5362,2017-08-27,2019-04-15,Missing,CIP Exception,ID has Expired
180,24139,13879,2012-01-09,2013-06-05,Missing,Identity,
181,5721,13947,2020-07-22,2021-12-17,Missing,Identity,
182,5005,24390,2010-01-28,2011-08-01,Missing,CIP Exception,Please re-scan ID Verification
183,21130,28713,2019-10-29,2021-06-04,Missing,CIP Exception,ID has Expired
184,1301,23041,2018-02-25,2019-07-31,Exception,Identity,
185,22392,13459,2017-02-08,2018-08-21,Exception,Identity,
186,20453,6033,2013-10-08,2015-05-04,Exception,Identity,
187,27467,7193,2019-11-19,2021-04-04,Exception,CIP Exception,ID has Expired
188,25205,20285,2012-03-17,2013-08-04,Exception,CIP Exception,ID has Expired
189,21280,2306,2011-11-30,2013-07-22,Exception,Identity,
190,28978,10018,2018-12-18,2020-07-29,Exception,CIP Exception,Please re-scan ID Verification
191,26350,10759,2013-06-10,2014-11-02,Missing,CIP Exception,ID has Expired
192,1754,15664,2018-12-21,2020-06-25,Exception,Identity,
193,2817,26364,2013-02-07,2014-09-21,Missing,Identity,
194,27147,23564,2016-08-20,2018-03-31,Exception,Identity,
195,15145,3196,2015-02-06,2016-09-25,Missing,Identity,
196,23871,9152,2020-08-22,2022-03-02,Exception,CIP Exception,ID has Expired
197,3886,27964,2015-03-03,2016-10-10,Exception,CIP Exception,Please re-scan ID Verification
198,14064,23382,2020-08-04,2022-03-19,Missing,CIP Exception,ID has Expired
199,6189,17866,2016-01-05,2017-06-22,Missing,CIP Exception,Please re-scan ID Verification
200,16964,28279,2016-04-28,2017-09-27,Exception,Identity,
201,376,2076,2015-03-24,2016-09-25,Exception,Identity,
202,11411,12807,2020-02-28,2021-09-24,Exception,Identity,
203,28638,26550,2019-05-11,2020-11-14,Missing,CIP Exception,ID has Expired
204,17915,217,2018-03-15,2019-10-02,Missing,Identity,
205,6566,11480,2015-03-22,2016-11-09,Missing,Identity,
206,20859,16526,2012-12-28,2014-07-24,Exception,Identity,
207,16821,8924,2012-04-26,2013-11-13,Exception,CIP Exception,Please re-scan ID Verification
208,10231,11354,2011-04-18,2012-11-10,Missing,CIP Exception,Please re-scan ID Verification
209,11778,18788,2016-10-07,2018-05-14,Missing,CIP Exception,Please re-scan ID Verification
210,7070,23931,2018-09-07,2020-03-12,Missing,CIP Exception,ID has Expired
211,10444,25189,2020-04-24,2021-10-16,Exception,Identity,
212,6756,23881,2017-02-21,2018-09-30,Missing,CIP Exception,ID has Expired
213,1876,15368,2011-09-06,2013-02-28,Exception,CIP Exception,Please re-scan ID Verification
214,12244,28039,2010-04-23,2011-10-22,Exception,CIP Exception,Please re-scan ID Verification
215,17683,13679,2019-02-18,2020-09-25,Missing,Identity,
216,12973,4705,2015-07-10,2016-12-01,Exception,Identity,
217,21951,16838,2017-04-02,2018-08-15,Exception,CIP Exception,ID has Expired
218,19967,24835,2015-05-25,2016-12-06,Exception,CIP Exception,Please re-scan ID Verification
219,14348,23371,2016-03-08,2017-10-18,Exception,CIP Exception,Please re-scan ID Verification
220,9016,8081,2010-03-22,2011-10-10,Missing,CIP Exception,Please re-scan ID Verification
221,7922,2375,2013-04-08,2014-10-11,Exception,Identity,
222,1629,10112,2017-08-17,2019-01-29,Exception,Identity,
223,19879,20205,2014-12-31,2016-08-02,Exception,Identity,
224,19637,13195,2015-07-10,2017-02-11,Missing,CIP Exception,ID has Expired
225,9182,10541,2015-02-13,2016-08-09,Exception,CIP Exception,Please re-scan ID Verification
226,10906,22778,2019-11-07,2021-06-28,Missing,Identity,
227,21035,4167,2018-10-04,2020-02-29,Exception,CIP Exception,Please re-scan ID Verification
228,24413,23439,2017-09-27,2019-04-03,Missing,CIP Exception,ID has Expired
229,6508,21052,2012-11-04,2014-06-19,Missing,CIP Exception,ID has Expired
230,2074,18633,2017-01-11,2018-08-10,Exception,Identity,
231,11172,14489,2009-12-28,2011-07-28,Exception,CIP Exception,ID has Expired
232,17679,18691,2011-06-25,2012-11-16,Missing,Identity,
233,20728,19823,2013-02-14,2014-08-09,Exception,CIP Exception,Please re-scan ID Verification
234,11489,10072,2019-10-18,2021-05-18,Missing,CIP Exception,Please re-scan ID Verification
235,14282,6884,2009-12-17,2011-06-10,Missing,Identity,
236,23317,17835,2018-12-20,2020-08-11,Missing,CIP Exception,Please re-scan ID Verification
237,13551,8147,2017-07-08,2019-02-17,Exception,CIP Exception,ID has Expired
238,14443,10074,2010-03-25,2011-11-02,Missing,CIP Exception,Please re-scan ID Verification
239,10313,13570,2009-10-30,2011-04-29,Exception,Identity,
240,15693,6814,2012-03-01,2013-10-14,Exception,Identity,
241,770,5587,2020-09-18,2022-05-07,Missing,CIP Exception,ID has Expired
242,27332,7322,2014-07-28,2016-03-09,Missing,CIP Exception,ID has Expired
243,25423,10106,2017-11-30,2019-06-18,Missing,Identity,
244,16592,10500,2014-01-02,2015-08-23,Missing,Identity,
245,14057,22581,2017-04-22,2018-12-04,Exception,Identity,
246,1994,28649,2018-07-02,2020-01-11,Exception,Identity,
247,3570,26472,2012-01-12,2013-08-04,Exception,CIP Exception,Please re-scan ID Verification
248,24039,12483,2019-02-27,2020-08-24,Missing,CIP Exception,Please re-scan ID Verification
249,28825,18374,2010-07-17,2011-12-23,Exception,Identity,
250,17987,23736,2020-08-05,2022-03-12,Missing,Identity,
251,26469,10194,2020-02-25,2021-07-18,Exception,Identity,
252,26703,22985,2014-12-03,2016-07-16,Exception,Identity,
253,16501,27014,2015-11-05,2017-06-20,Missing,Identity,
254,10473,20660,2020-08-30,2022-01-16,Exception,Identity,
255,27158,18591,2014-09-01,2016-03-16,Missing,CIP Exception,Please re-scan ID Verification
256,13092,19853,2013-12-29,2015-06-05,Missing,Identity,
257,15074,23149,2016-10-09,2018-02-24,Exception,Identity,
258,13012,15389,2009-10-24,2011-04-30,Missing,Identity,
259,12233,9018,2016-04-21,2017-10-03,Exception,Identity,
260,1565,6507,2016-03-13,2017-07-29,Exception,CIP Exception,ID has Expired
261,20620,3240,2012-09-24,2014-04-04,Exception,Identity,
262,7354,12125,2019-03-19,2020-10-08,Exception,CIP Exception,Please re-scan ID Verification
263,23832,14881,2012-02-11,2013-07-04,Missing,Identity,
264,26823,17372,2016-04-12,2017-11-17,Missing,Identity,
265,12217,6790,2013-11-12,2015-04-16,Missing,CIP Exception,Please re-scan ID Verification
266,12399,25927,2019-09-18,2021-04-19,Missing,CIP Exception,Please re-scan ID Verification
267,940,18957,2013-01-20,2014-07-10,Exception,CIP Exception,Please re-scan ID Verification
268,17910,9657,2017-04-02,2018-09-10,Exception,Identity,
269,14338,7883,2018-12-05,2020-05-15,Missing,CIP Exception,ID has Expired
270,14533,1174,2013-04-29,2014-09-13,Exception,Identity,
271,3316,22791,2012-11-24,2014-06-01,Exception,Identity,
272,5070,4739,2018-07-02,2019-11-14,Exception,Identity,
273,4403,6014,2012-10-08,2014-05-12,Missing,CIP Exception,Please re-scan ID Verification
274,27626,3075,2020-06-19,2022-01-24,Exception,Identity,
275,3085,25156,2012-09-26,2014-05-06,Exception,Identity,
276,1907,15739,2012-01-06,2013-07-27,Missing,CIP Exception,ID has Expired
277,6768,9755,2018-11-04,2020-05-30,Exception,Identity,
278,3804,5165,2020-04-30,2021-10-27,Exception,Identity,
279,2392,14259,2009-11-20,2011-04-11,Exception,CIP Exception,ID has Expired
280,14770,25140,2016-09-25,2018-02-14,Exception,CIP Exception,Please re-scan ID Verification
281,6761,17637,2013-12-22,2015-05-29,Exception,CIP Exception,ID has Expired
282,18439,12368,2020-06-12,2021-12-22,Missing,CIP Exception,Please re-scan ID Verification
283,22316,12099,2011-03-01,2012-09-22,Missing,Identity,
284,225,17950,2016-09-23,2018-04-27,Exception,CIP Exception,Please re-scan ID Verification
285,5616,22905,2009-10-12,2011-03-08,Missing,CIP Exception,ID has Expired
286,8238,27305,2019-03-09,2020-10-18,Missing,Identity,
287,27004,23574,2010-04-20,2011-10-31,Exception,CIP Exception,Please re-scan ID Verification
288,22837,6076,2016-10-18,2018-04-09,Missing,Identity,
289,23837,18872,2016-01-18,2017-06-10,Exception,CIP Exception,Please re-scan ID Verification
290,359,28123,2017-06-16,2018-11-24,Exception,CIP Exception,Please re-scan ID Verification
291,1249,955,2018-02-09,2019-09-12,Exception,CIP Exception,Please re-scan ID Verification
292,7702,25572,2012-10-09,2014-04-13,Missing,Identity,
293,4488,4383,2012-06-19,2013-11-17,Missing,CIP Exception,ID has Expired
294,5540,5515,2016-02-20,2017-09-15,Exception,CIP Exception,Please re-scan ID Verification
295,3458,26582,2017-12-06,2019-06-07,Missing,Identity,
296,26221,22172,2019-08-22,2021-02-02,Missing,CIP Exception,ID has Expired
297,9111,20017,2012-10-31,2014-04-13,Missing,CIP Exception,ID has Expired
298,28584,8489,2020-05-21,2021-12-04,Missing,Identity,
299,14038,25053,2011-07-07,2013-01-19,Missing,Identity,
300,28108,4883,2010-09-27,2012-05-13,Missing,CIP Exception,Please re-scan ID Verification
301,8152,19826,2017-05-07,2018-10-27,Missing,CIP Exception,Please re-scan ID Verification
302,27148,2497,2010-06-11,2012-01-01,Exception,Identity,
303,28081,3305,2013-11-06,2015-06-09,Exception,CIP Exception,Please re-scan ID Verification
304,23498,13910,2013-12-17,2015-08-01,Exception,Identity,
305,3697,15359,2016-11-16,2018-05-07,Missing,CIP Exception,ID has Expired
306,23828,13984,2018-10-19,2020-03-28,Exception,CIP Exception,Please re-scan ID Verification
307,12971,933,2010-05-27,2012-01-08,Exception,CIP Exception,Please re-scan ID Verification
308,11901,20422,2013-12-16,2015-07-28,Missing,Identity,
309,21584,14745,2010-12-24,2012-05-16,Missing,CIP Exception,Please re-scan ID Verification
310,6409,23354,2016-12-18,2018-06-22,Missing,CIP Exception,Please re-scan ID Verification
311,21183,19556,2012-12-28,2014-07-10,Exception,Identity,
312,9438,12921,2010-08-11,2012-03-22,Exception,Identity,
313,23146,6490,2014-08-21,2016-03-13,Missing,Identity,
314,20438,5375,2018-12-21,2020-06-27,Exception,CIP Exception,ID has Expired
315,17175,26385,2013-01-11,2014-06-09,Missing,CIP Exception,Please re-scan ID Verification
316,24364,2623,2011-11-18,2013-04-26,Exception,CIP Exception,ID has Expired
317,17426,12859,2015-12-10,2017-04-25,Exception,Identity,
318,19269,795,2016-01-24,2017-06-26,Exception,CIP Exception,ID has Expired
319,4014,4807,2016-02-21,2017-09-23,Missing,Identity,
320,13044,23767,2011-03-17,2012-11-03,Exception,Identity,
321,16253,7940,2012-07-26,2014-02-14,Exception,Identity,
322,640,27387,2010-08-19,2012-03-16,Exception,Identity,
323,17971,12860,2015-05-20,2016-10-23,Missing,Identity,
324,1213,22109,2013-04-09,2014-09-04,Exception,CIP Exception,Please re-scan ID Verification
325,10860,10479,2015-05-12,2016-10-09,Exception,Identity,
326,8541,18185,2018-11-24,2020-04-10,Exception,Identity,
327,12404,12317,2011-05-05,2012-10-17,Missing,Identity,
328,6729,19873,2010-02-11,2011-09-11,Exception,CIP Exception,ID has Expired
329,25538,1230,2016-01-13,2017-09-03,Exception,Identity,
330,2857,22209,2013-04-27,2014-12-10,Exception,CIP Exception,ID has Expired
331,17793,22877,2010-06-25,2012-01-12,Exception,CIP Exception,ID has Expired
332,6756,18270,2017-08-29,2019-02-15,Missing,CIP Exception,ID has Expired
333,7385,24565,2019-07-30,2021-02-22,Missing,CIP Exception,ID has Expired
334,11573,2637,2019-12-08,2021-05-01,Exception,CIP Exception,ID has Expired
335,5355,26118,2012-06-17,2014-02-04,Missing,Identity,
336,10119,4579,2014-11-09,2016-04-22,Exception,Identity,
337,18359,1023,2010-06-24,2012-01-15,Missing,CIP Exception,Please re-scan ID Verification
338,17484,9360,2011-03-17,2012-08-29,Missing,Identity,
339,14515,7644,2015-07-14,2017-01-11,Missing,CIP Exception,ID has Expired
340,17543,5011,2014-06-24,2016-01-10,Missing,Identity,
341,19920,4186,2016-01-14,2017-06-14,Exception,Identity,
342,11954,10934,2012-04-15,2013-11-12,Missing,CIP Exception,ID has Expired
343,8133,13443,2013-01-04,2014-06-14,Missing,Identity,
344,25835,6694,2015-05-30,2016-10-20,Missing,Identity,
345,8564,9927,2017-04-04,2018-10-22,Exception,CIP Exception,Please re-scan ID Verification
346,11801,21744,2020-09-22,2022-04-20,Exception,CIP Exception,ID has Expired
347,7381,10928,2016-01-28,2017-07-26,Exception,CIP Exception,ID has Expired
348,7170,10612,2010-04-28,2011-11-25,Exception,Identity,
349,23684,985,2015-01-22,2016-07-23,Exception,CIP Exception,ID has Expired
350,3047,15956,2014-12-08,2016-05-20,Missing,CIP Exception,Please re-scan ID Verification
351,4183,27579,2014-04-25,2015-09-29,Exception,Identity,
352,25567,10718,2017-07-17,2019-02-15,Exception,CIP Exception,ID has Expired
353,26187,221,2012-10-13,2014-03-08,Exception,CIP Exception,ID has Expired
354,18245,2069,2016-01-23,2017-09-11,Exception,Identity,
355,25106,27130,2015-11-25,2017-07-03,Exception,CIP Exception,ID has Expired
356,21584,21181,2013-06-15,2014-11-30,Exception,CIP Exception,Please re-scan ID Verification
357,19024,23286,2009-11-13,2011-04-18,Exception,CIP Exception,Please re-scan ID Verification
358,9969,3047,2013-07-09,2014-12-12,Exception,CIP Exception,ID has Expired
359,20082,8235,2015-02-02,2016-09-11,Missing,Identity,
360,11151,16506,2013-10-12,2015-05-30,Exception,CIP Exception,Please re-scan ID Verification
361,21188,27756,2011-07-10,2013-01-11,Missing,Identity,
362,6182,10078,2018-03-23,2019-10-21,Missing,CIP Exception,ID has Expired
363,17464,3800,2020-05-25,2022-01-12,Exception,Identity,
364,409,13290,2017-03-02,2018-07-26,Exception,CIP Exception,Please re-scan ID Verification
365,22525,4199,2011-12-26,2013-07-31,Exception,CIP Exception,ID has Expired
366,14841,26050,2019-02-04,2020-06-19,Exception,CIP Exception,ID has Expired
367,24688,13175,2010-01-03,2011-05-31,Missing,Identity,
368,1065,12415,2014-10-15,2016-03-05,Exception,Identity,
369,13757,2343,2016-04-01,2017-09-27,Missing,Identity,
370,16195,13230,2013-05-09,2014-12-19,Exception,CIP Exception,Please re-scan ID Verification
371,24491,12990,2014-01-18,2015-07-20,Missing,CIP Exception,Please re-scan ID Verification
372,7952,4202,2011-12-19,2013-05-02,Missing,Identity,
373,1807,10325,2018-04-16,2019-10-31,Missing,CIP Exception,ID has Expired
374,3518,6517,2010-06-09,2011-12-15,Exception,CIP Exception,Please re-scan ID Verification
375,16005,4849,2015-10-31,2017-03-27,Exception,Identity,
376,28034,18962,2018-04-09,2019-11-04,Missing,Identity,
377,117,27306,2015-10-12,2017-03-10,Exception,CIP Exception,Please re-scan ID Verification
