account_exception_id,account_id,employee_id,exception_date,exception_status,exception_type,description
88,10099,18210,2015-10-21,In progress,Unauthorized transaction,Suspicious transaction detected on the account
89,16795,11281,2010-03-17,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
90,25434,7886,2020-05-17,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
91,15587,1411,2012-10-13,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
92,28035,18732,2018-06-13,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
93,7429,18587,2015-06-05,Resolved,Overdrawn account,Account balance dropped below zero
94,7540,6592,2018-08-30,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
95,23525,20386,2011-04-19,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
96,7276,12228,2015-06-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
97,23644,24053,2010-05-05,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
98,12240,15295,2010-10-20,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
99,19477,917,2013-08-26,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
100,28672,9707,2010-07-20,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
101,15005,9011,2014-08-14,In progress,Unauthorized transaction,Suspicious transaction detected on the account
102,22418,28665,2020-02-29,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
103,9834,9681,2013-12-02,In progress,Account freeze,Account temporarily frozen due to suspected fraud
104,20136,1106,2012-08-10,In progress,Overdrawn account,Account balance dropped below zero
105,28304,6413,2010-07-28,Under investigation,Overdrawn account,Account balance dropped below zero
106,4756,14215,2014-11-10,In progress,Account freeze,Account temporarily frozen due to suspected fraud
107,28230,5922,2010-12-09,Resolved,Overdrawn account,Account balance dropped below zero
108,22896,28316,2019-01-31,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
109,10676,15937,2014-05-07,Resolved,Overdrawn account,Account balance dropped below zero
110,3632,10437,2012-02-27,In progress,Account freeze,Account temporarily frozen due to suspected fraud
111,20202,13577,2016-05-13,In progress,Overdrawn account,Account balance dropped below zero
112,15751,26026,2013-04-18,Resolved,Overdrawn account,Account balance dropped below zero
113,28921,797,2009-12-16,In progress,Overdrawn account,Account balance dropped below zero
114,2544,28919,2013-07-27,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
115,12238,22704,2011-04-30,In progress,Overdrawn account,Account balance dropped below zero
116,11113,16597,2018-08-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
117,10571,7226,2014-04-05,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
118,8702,19258,2012-05-12,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
119,11167,18743,2015-07-21,In progress,Unauthorized transaction,Suspicious transaction detected on the account
120,8311,25440,2010-11-17,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
121,28700,17630,2011-02-23,Resolved,Overdrawn account,Account balance dropped below zero
122,15320,22786,2010-11-20,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
123,8209,28424,2015-04-22,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
124,2219,15733,2018-07-26,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
125,18179,1161,2016-04-23,Under investigation,Overdrawn account,Account balance dropped below zero
126,1317,10566,2013-07-28,In progress,Overdrawn account,Account balance dropped below zero
127,6257,18630,2016-10-23,Under investigation,Overdrawn account,Account balance dropped below zero
128,19834,18673,2012-05-11,Resolved,Overdrawn account,Account balance dropped below zero
129,26125,26234,2018-03-30,In progress,Unauthorized transaction,Suspicious transaction detected on the account
130,11994,22314,2015-07-27,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
131,15738,25255,2012-10-08,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
132,23842,15391,2020-01-15,In progress,Unauthorized transaction,Suspicious transaction detected on the account
133,4915,13424,2012-10-09,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
134,16838,2327,2015-01-01,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
135,14151,2540,2010-01-11,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
136,12953,17340,2012-03-09,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
137,1490,24731,2012-12-13,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
138,24851,735,2015-11-13,In progress,Account freeze,Account temporarily frozen due to suspected fraud
139,9345,14912,2015-03-09,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
140,25229,622,2017-12-27,In progress,Overdrawn account,Account balance dropped below zero
141,18727,19390,2013-09-28,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
142,4094,20320,2011-09-03,Resolved,Overdrawn account,Account balance dropped below zero
143,23264,4298,2009-11-03,In progress,Overdrawn account,Account balance dropped below zero
144,3864,686,2012-07-28,Under investigation,Overdrawn account,Account balance dropped below zero
145,7193,5614,2012-08-09,Resolved,Overdrawn account,Account balance dropped below zero
146,19355,18257,2019-09-25,In progress,Overdrawn account,Account balance dropped below zero
147,4283,1974,2018-10-04,In progress,Unauthorized transaction,Suspicious transaction detected on the account
148,10868,17705,2016-02-04,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
149,27676,5732,2016-04-13,In progress,Overdrawn account,Account balance dropped below zero
150,22938,4209,2015-08-29,In progress,Account freeze,Account temporarily frozen due to suspected fraud
151,12349,19333,2013-09-16,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
152,21938,22032,2017-06-09,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
153,11869,3165,2016-03-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
154,3075,3926,2010-08-07,Under investigation,Overdrawn account,Account balance dropped below zero
155,11141,24892,2011-09-16,Resolved,Overdrawn account,Account balance dropped below zero
156,3860,13862,2010-09-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
157,9024,16878,2016-11-03,Under investigation,Overdrawn account,Account balance dropped below zero
158,22632,5681,2017-02-17,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
159,6493,19861,2020-08-19,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
160,21200,22396,2011-04-07,Resolved,Overdrawn account,Account balance dropped below zero
161,26751,2266,2013-09-06,In progress,Unauthorized transaction,Suspicious transaction detected on the account
162,2777,20310,2014-02-01,In progress,Overdrawn account,Account balance dropped below zero
163,15696,11222,2018-11-26,Under investigation,Overdrawn account,Account balance dropped below zero
164,9329,4233,2013-08-23,Under investigation,Overdrawn account,Account balance dropped below zero
165,26551,8623,2019-03-22,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
166,20996,16805,2017-02-26,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
167,24915,20005,2012-04-01,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
168,9047,24015,2013-09-07,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
169,10241,4237,2020-01-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
170,4801,26503,2014-12-11,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
171,11753,13152,2014-08-13,In progress,Overdrawn account,Account balance dropped below zero
172,10621,20500,2011-10-05,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
173,22053,9946,2019-10-16,In progress,Account freeze,Account temporarily frozen due to suspected fraud
174,15007,9540,2011-04-09,In progress,Account freeze,Account temporarily frozen due to suspected fraud
175,18545,17468,2010-03-17,Resolved,Overdrawn account,Account balance dropped below zero
176,5898,16611,2017-03-31,In progress,Unauthorized transaction,Suspicious transaction detected on the account
177,18471,15008,2013-08-06,Under investigation,Overdrawn account,Account balance dropped below zero
178,3623,14339,2011-10-31,In progress,Unauthorized transaction,Suspicious transaction detected on the account
179,2024,2170,2016-10-15,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
180,28940,28087,2010-08-22,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
181,24887,23203,2016-07-24,In progress,Account freeze,Account temporarily frozen due to suspected fraud
182,27402,12933,2010-07-03,Under investigation,Overdrawn account,Account balance dropped below zero
183,23865,7746,2011-02-20,In progress,Overdrawn account,Account balance dropped below zero
184,8130,28042,2020-06-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
185,26371,17157,2010-02-14,Resolved,Overdrawn account,Account balance dropped below zero
186,10278,11080,2016-12-27,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
187,16284,25650,2020-06-23,Resolved,Overdrawn account,Account balance dropped below zero
188,17127,242,2016-08-05,In progress,Overdrawn account,Account balance dropped below zero
189,9945,24208,2020-08-11,In progress,Unauthorized transaction,Suspicious transaction detected on the account
190,746,1741,2009-12-23,Under investigation,Overdrawn account,Account balance dropped below zero
191,6253,19118,2019-11-23,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
192,21042,28101,2015-10-04,Under investigation,Overdrawn account,Account balance dropped below zero
193,7583,16801,2011-03-26,In progress,Overdrawn account,Account balance dropped below zero
194,22569,25894,2009-11-08,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
195,15158,7509,2012-03-10,In progress,Account freeze,Account temporarily frozen due to suspected fraud
196,22589,16954,2016-11-04,In progress,Unauthorized transaction,Suspicious transaction detected on the account
197,26225,18417,2010-07-18,In progress,Unauthorized transaction,Suspicious transaction detected on the account
198,7940,22285,2018-03-03,Resolved,Overdrawn account,Account balance dropped below zero
199,13056,13330,2012-01-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
200,21716,503,2018-01-03,In progress,Overdrawn account,Account balance dropped below zero
201,20754,24279,2016-08-12,Resolved,Overdrawn account,Account balance dropped below zero
202,27712,17254,2013-01-11,Resolved,Overdrawn account,Account balance dropped below zero
203,27391,14710,2010-10-27,Under investigation,Overdrawn account,Account balance dropped below zero
204,6748,13047,2014-07-01,In progress,Unauthorized transaction,Suspicious transaction detected on the account
205,14748,23072,2016-04-30,Resolved,Overdrawn account,Account balance dropped below zero
206,11291,8016,2011-06-24,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
207,18512,578,2009-12-29,In progress,Overdrawn account,Account balance dropped below zero
208,25937,21881,2010-09-12,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
209,14751,25901,2017-09-28,Under investigation,Overdrawn account,Account balance dropped below zero
210,6765,24969,2019-08-30,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
211,2457,19945,2016-11-04,Resolved,Overdrawn account,Account balance dropped below zero
212,522,2936,2012-05-26,Under investigation,Overdrawn account,Account balance dropped below zero
213,24722,2513,2012-03-30,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
214,2984,22759,2014-03-30,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
215,16276,10601,2010-05-23,In progress,Overdrawn account,Account balance dropped below zero
216,260,6894,2018-02-15,In progress,Overdrawn account,Account balance dropped below zero
217,25564,4834,2012-06-12,In progress,Overdrawn account,Account balance dropped below zero
218,6434,26862,2010-10-24,Resolved,Overdrawn account,Account balance dropped below zero
219,9154,4639,2012-02-01,In progress,Unauthorized transaction,Suspicious transaction detected on the account
220,11443,8457,2014-02-14,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
221,28914,8361,2016-03-02,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
222,13282,25299,2010-05-02,In progress,Account freeze,Account temporarily frozen due to suspected fraud
223,27669,6998,2018-10-29,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
224,13051,18767,2017-06-01,In progress,Overdrawn account,Account balance dropped below zero
225,18586,17648,2020-03-04,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
226,28380,20274,2012-08-13,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
227,2073,20481,2018-03-29,Resolved,Overdrawn account,Account balance dropped below zero
228,27996,4201,2012-09-26,Resolved,Overdrawn account,Account balance dropped below zero
229,23595,20327,2009-12-31,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
230,26943,20103,2020-08-17,Resolved,Overdrawn account,Account balance dropped below zero
231,28571,5410,2013-10-26,In progress,Overdrawn account,Account balance dropped below zero
232,8423,1378,2015-04-25,In progress,Overdrawn account,Account balance dropped below zero
233,12117,4534,2014-07-02,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
234,2927,26968,2019-05-01,In progress,Overdrawn account,Account balance dropped below zero
235,13118,20690,2014-09-21,In progress,Overdrawn account,Account balance dropped below zero
236,12285,8917,2014-01-10,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
237,17250,24210,2019-02-02,Under investigation,Overdrawn account,Account balance dropped below zero
238,23684,26907,2018-02-28,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
239,19398,15614,2018-05-20,In progress,Overdrawn account,Account balance dropped below zero
240,14915,27532,2018-11-28,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
241,14468,1894,2010-05-05,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
242,28944,13946,2012-01-08,Under investigation,Overdrawn account,Account balance dropped below zero
243,11780,8641,2017-07-20,Under investigation,Overdrawn account,Account balance dropped below zero
244,27303,22211,2010-01-10,In progress,Overdrawn account,Account balance dropped below zero
245,11704,20270,2011-05-24,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
246,15711,18642,2010-12-12,In progress,Unauthorized transaction,Suspicious transaction detected on the account
247,24005,27010,2018-05-24,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
248,14499,2187,2016-01-10,Under investigation,Overdrawn account,Account balance dropped below zero
249,14784,10811,2015-09-30,Resolved,Overdrawn account,Account balance dropped below zero
250,4102,26312,2017-12-31,Under investigation,Overdrawn account,Account balance dropped below zero
251,15737,14358,2018-06-14,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
252,7713,28706,2016-05-31,In progress,Overdrawn account,Account balance dropped below zero
253,13249,1355,2020-09-03,Resolved,Overdrawn account,Account balance dropped below zero
254,25415,9999,2013-04-08,In progress,Account freeze,Account temporarily frozen due to suspected fraud
255,14630,26174,2010-08-11,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
256,19865,3224,2011-04-17,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
257,4152,4366,2016-12-04,Under investigation,Overdrawn account,Account balance dropped below zero
258,331,8314,2017-09-22,Under investigation,Overdrawn account,Account balance dropped below zero
259,6160,18045,2017-09-02,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
260,14736,231,2012-11-09,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
261,24661,22365,2017-02-26,Resolved,Overdrawn account,Account balance dropped below zero
262,7226,28170,2013-08-01,In progress,Overdrawn account,Account balance dropped below zero
263,24141,11818,2014-02-01,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
264,20225,17062,2011-02-01,Resolved,Overdrawn account,Account balance dropped below zero
265,13426,5352,2015-12-24,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
266,11315,714,2011-03-13,In progress,Unauthorized transaction,Suspicious transaction detected on the account
267,17267,20366,2015-11-30,Under investigation,Overdrawn account,Account balance dropped below zero
268,2959,23708,2016-06-22,In progress,Unauthorized transaction,Suspicious transaction detected on the account
269,12970,24174,2018-11-18,Under investigation,Overdrawn account,Account balance dropped below zero
270,13405,10109,2010-05-27,In progress,Unauthorized transaction,Suspicious transaction detected on the account
271,24964,28629,2019-01-06,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
272,18403,19491,2013-09-24,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
273,9171,22451,2019-12-15,In progress,Unauthorized transaction,Suspicious transaction detected on the account
274,3060,20973,2018-01-07,In progress,Account freeze,Account temporarily frozen due to suspected fraud
275,15418,9929,2012-03-19,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
276,24557,12445,2014-07-08,In progress,Unauthorized transaction,Suspicious transaction detected on the account
277,17518,19520,2016-09-02,In progress,Account freeze,Account temporarily frozen due to suspected fraud
278,2873,18574,2016-04-12,In progress,Unauthorized transaction,Suspicious transaction detected on the account
279,17415,4697,2011-07-08,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
280,10268,10829,2014-05-06,In progress,Account freeze,Account temporarily frozen due to suspected fraud
281,12983,17162,2018-07-01,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
282,9196,9795,2016-10-11,In progress,Overdrawn account,Account balance dropped below zero
283,20547,16839,2016-01-15,Under investigation,Overdrawn account,Account balance dropped below zero
284,14336,25162,2017-06-30,In progress,Account freeze,Account temporarily frozen due to suspected fraud
285,26347,6583,2016-01-06,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
286,16748,2856,2020-09-12,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
287,19320,16780,2018-02-04,Under investigation,Overdrawn account,Account balance dropped below zero
288,7537,23888,2020-04-14,In progress,Overdrawn account,Account balance dropped below zero
289,8812,27939,2019-02-13,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
290,5278,27158,2014-07-10,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
291,3053,27636,2018-01-06,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
292,19691,18199,2016-04-03,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
293,5452,15781,2016-03-30,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
294,28333,22951,2009-11-10,Under investigation,Overdrawn account,Account balance dropped below zero
295,5932,12173,2014-09-24,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
296,991,25847,2014-05-09,In progress,Overdrawn account,Account balance dropped below zero
297,24476,2544,2012-06-06,In progress,Overdrawn account,Account balance dropped below zero
298,1760,10003,2012-11-19,In progress,Unauthorized transaction,Suspicious transaction detected on the account
299,4989,11849,2017-04-30,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
300,27701,22151,2018-11-30,In progress,Unauthorized transaction,Suspicious transaction detected on the account
301,15358,26904,2020-06-09,In progress,Account freeze,Account temporarily frozen due to suspected fraud
302,24871,17858,2014-04-15,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
303,28871,20021,2010-06-24,Under investigation,Overdrawn account,Account balance dropped below zero
304,8155,16226,2018-06-14,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
305,20934,23030,2010-08-03,In progress,Overdrawn account,Account balance dropped below zero
306,1991,28379,2019-02-21,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
307,12270,7358,2020-02-17,Resolved,Unauthorized transaction,Suspicious transaction detected on the account
308,27600,26524,2020-02-22,In progress,Account freeze,Account temporarily frozen due to suspected fraud
309,23938,1925,2010-02-23,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
310,20655,18281,2020-01-13,Under investigation,Overdrawn account,Account balance dropped below zero
311,15314,23293,2017-05-28,In progress,Unauthorized transaction,Suspicious transaction detected on the account
312,2372,11245,2013-03-23,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
313,21900,12724,2012-05-28,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
314,4674,22755,2020-03-31,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
315,24316,22951,2013-06-26,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
316,7451,52,2014-09-14,Under investigation,Overdrawn account,Account balance dropped below zero
317,3401,18545,2009-11-23,Resolved,Overdrawn account,Account balance dropped below zero
318,6246,26913,2010-02-02,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
319,10618,13051,2011-01-21,In progress,Account freeze,Account temporarily frozen due to suspected fraud
320,18223,7286,2009-10-29,Resolved,Overdrawn account,Account balance dropped below zero
321,6362,8707,2014-11-05,In progress,Unauthorized transaction,Suspicious transaction detected on the account
322,19050,18653,2011-11-30,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
323,4994,12221,2012-01-26,Resolved,Account freeze,Account temporarily frozen due to suspected fraud
324,11128,5307,2009-11-28,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
325,11718,21171,2014-05-12,Resolved,Overdrawn account,Account balance dropped below zero
326,27605,12665,2011-06-15,In progress,Overdrawn account,Account balance dropped below zero
327,20784,9101,2016-10-27,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
328,2389,15360,2019-06-24,Under investigation,Overdrawn account,Account balance dropped below zero
329,26296,2093,2015-02-10,Under investigation,Account freeze,Account temporarily frozen due to suspected fraud
330,416,23595,2013-07-01,In progress,Unauthorized transaction,Suspicious transaction detected on the account
331,5320,5065,2015-11-13,Under investigation,Unauthorized transaction,Suspicious transaction detected on the account
